task_Number,endpoints_location,bandwidth_demand
0,"[7, 11, 9]","[1.1321164243823305, 0.19728633887008884, 1.0341239667412385]"
1,[8],[0.05573010372003617]
2,"[10, 7, 9]","[1.4467900040897046, 0.8346066695302635, 0.3924105480409622]"
3,"[10, 11]","[0.8305441557708404, 1.0662359835899309]"
4,"[7, 10]","[0.3471962464307867, 1.2040791012462277]"
5,"[10, 11, 9]","[1.7494388010206445, 0.5236176667884584, 1.9643997931347117]"
6,[10],[1.1138817598070978]
7,"[9, 6, 10]","[1.2029078897011463, 1.3669382597313675, 1.1549355440333615]"
8,"[11, 10]","[1.1001951871493627, 2.0571064527955647]"
9,[6],[0.8706374873906606]
10,"[9, 11]","[0.2124653958490712, 1.2686655569342535]"
11,[10],[1.0323479794246107]
12,"[11, 9, 10]","[1.9960822872965924, 0.3270448517021898, 2.4620789253125643]"
13,"[11, 7]","[0.3533247485577532, 2.225912930123851]"
14,"[11, 7, 10]","[1.0515097734984702, 0.7215314028237158, 1.1888530887256867]"
15,"[9, 6]","[0.28050816450140315, 3.1394216833225412]"
16,"[8, 7, 6]","[1.8173439069347586, 0.9506816683434335, 1.7228420031566027]"
17,"[9, 10, 7]","[1.8206946128852242, 0.5158097855720697, 2.0971237665866265]"
18,"[10, 11, 7]","[1.0493403860162107, 2.4116295100875913, 1.1398840414341884]"
19,"[6, 9, 8, 11]","[0.229256198334007, 2.1840828030573056, 1.8037449399845227, 3.2740809716903567]"
20,"[6, 8]","[0.9516593251100697, 0.2508162580866591]"
21,"[6, 9, 7, 11]","[0.7677317383784201, 1.0141460357823116, 0.47020621913667504, 0.2700244128719018]"
22,"[8, 9, 7]","[1.881948282143345, 1.0767359796986853, 2.7852011495029365]"
23,"[7, 11]","[0.06431176189992793, 0.7542635047740801]"
24,[8],[1.4331352396585393]
25,"[11, 7, 8, 6]","[0.41233232453305213, 0.7323590992596838, 0.021946770202751598, 0.0554641262426776]"
26,"[9, 11]","[0.15400292800737503, 0.2636134745176649]"
27,"[6, 7]","[0.18971108237900136, 0.55792085961867]"
28,[6],[1.2718391525378157]
29,"[11, 8]","[0.31970017138685813, 2.055571898201542]"
30,"[8, 7, 10, 11]","[0.9352563484114226, 0.8387064338011442, 1.8889974205862243, 2.0195756245450998]"
31,"[6, 8, 9, 10]","[2.4084991033763723, 1.5526320789261696, 1.211634446449006, 2.7162114914275284]"
32,"[10, 7]","[1.0114037969706358, 0.2999383344952643]"
33,"[7, 11, 10]","[0.5962194809910574, 1.0183058484589713, 0.9174723620422404]"
34,"[10, 8]","[1.2738888030257631, 0.5681284212040026]"
35,"[8, 11, 7, 10]","[0.40325967735672275, 1.4852264620370716, 0.4853716715968929, 2.297883821518737]"
36,"[8, 6, 9, 11]","[1.1017437414275237, 1.596141524884203, 1.307259509125237, 1.4858338600756826]"
37,"[11, 6, 7, 8]","[1.3895333798297345, 1.2696332338704912, 0.36856384164008604, 0.33469572239761414]"
38,"[10, 11, 8]","[0.4110521624809751, 2.524909994655248, 1.588666712039286]"
39,[7],[1.18622544592962]
