task_Number,endpoints_location,bandwidth_demand
0,"[11, 8, 6, 7]","[0.3773591042108192, 1.3114511813577685, 1.7274161215021977, 1.216723282703683]"
1,"[11, 7, 8]","[1.9263337404534604, 1.2408750718676065, 0.23908702533242154]"
2,"[10, 6, 7]","[1.0651212460482709, 0.5997475856243636, 2.130182840869499]"
3,"[10, 8]","[2.4342459719389766, 2.8590951118278185]"
4,"[10, 8, 11, 9]","[2.032871022766764, 0.6542994006572276, 2.2716821715108053, 1.7077912560928563]"
5,"[9, 6, 11, 8]","[1.8287426469016013, 0.011747191983703775, 0.3366420954570545, 1.2095710854140103]"
6,"[10, 8]","[1.7522212031847215, 0.08869827378417316]"
7,"[7, 6, 9, 11]","[1.5111663357630931, 0.7545620921764434, 2.833017360495986, 1.43076291612402]"
8,[11],[2.1851867663473867]
9,"[6, 9, 7]","[1.143865300313897, 2.037317719422986, 0.3104495143437622]"
10,"[8, 11, 7, 6]","[2.9933760257991975, 1.0283300484426867, 1.3137210946809568, 2.6065479326234344]"
11,[11],[1.379656966301849]
12,[11],[1.314383766013463]
13,[11],[2.2642917868202277]
14,"[9, 10, 7, 8]","[1.7243912862437167, 1.20246653443014, 1.2529517651464108, 0.4058672514322561]"
15,[10],[2.0242487822261723]
16,"[8, 11]","[1.8702175878476561, 1.6968095404890673]"
17,[9],[1.702840833555678]
18,"[11, 9]","[0.008969195623556248, 0.7899053194899686]"
19,"[10, 11, 6]","[0.5654313805074376, 0.10588462229202433, 0.3312790908211176]"
20,"[9, 8]","[0.8765266855849329, 1.1514698663946983]"
21,"[9, 8]","[0.5811228478111048, 1.6474648354261938]"
22,"[6, 11, 9, 8]","[2.15651337324044, 0.6219739492492904, 0.6531923667548816, 1.541139770892476]"
23,"[9, 7, 6]","[1.8307808127057115, 0.5223434508686091, 1.1448164489768782]"
24,"[7, 9]","[1.447302496597855, 0.22402104049179028]"
25,"[6, 7]","[0.9946135122350962, 1.8932910486334382]"
26,"[7, 6, 9]","[1.0088336946310292, 1.148660166266905, 0.2499606318624482]"
27,"[7, 9]","[1.1748613577934641, 1.1401927223470463]"
28,"[11, 9, 7, 10]","[2.959817683700389, 2.788720523277746, 1.021339249761288, 2.103458005421448]"
29,"[9, 10, 8, 7]","[1.1943084426097823, 1.0602635285819135, 2.971337728545155, 1.6165424227645222]"
30,"[7, 6]","[0.05715560186697932, 2.037259561433316]"
31,"[6, 9, 7, 8]","[0.2516907119377566, 0.2713200263400736, 0.555069974753684, 0.5656099538600308]"
32,"[7, 11, 8]","[0.2766733766259285, 0.28610579183323825, 1.915787078885752]"
33,"[9, 6, 10]","[1.6902671195892771, 2.7601909945176337, 1.4351472479957097]"
34,"[10, 11]","[2.027737361306218, 0.5657537387895397]"
35,"[8, 9]","[0.09627496109421008, 0.9958514293798342]"
36,"[8, 11]","[1.9463595413483676, 1.907957405195519]"
37,"[8, 7]","[1.9172275501179792, 2.321985618291879]"
38,"[9, 11]","[1.2782574926358898, 1.0527240534852376]"
39,[7],[0.8502495722694074]
