task_Number,endpoints_location,bandwidth_demand
0,"[9, 10]","[2.700158107307973, 1.054669292555741]"
1,"[11, 8, 10]","[1.2983510200007373, 1.0660726525846433, 1.4690771425226221]"
2,"[9, 10]","[0.7643914635153038, 0.31993536022128477]"
3,"[6, 7]","[1.7546444595133956, 1.9255382895844977]"
4,"[11, 6, 9, 10]","[0.3924685331239627, 1.0498389622805724, 1.6656216007962512, 1.1317562898303755]"
5,"[7, 8, 11]","[1.31066400847183, 1.0364975996341808, 0.7055511312351048]"
6,[8],[0.42462449265654434]
7,[11],[2.926680887722343]
8,"[11, 10]","[1.90327411962049, 1.783024074940574]"
9,"[10, 6, 11, 8]","[0.23897309618610107, 2.3954043658549127, 1.4902825197340717, 1.5433781097975148]"
10,[6],[1.9264981887546764]
11,"[9, 8, 7, 6]","[1.6211956446548983, 0.32750629261242725, 1.6701335325890445, 0.5044557407056383]"
12,[11],[0.11402144242198375]
13,"[8, 9, 7, 11]","[0.9684287174879336, 1.5988237211905065, 2.196633949612316, 0.6521979234005035]"
14,"[11, 6]","[0.9494820540369953, 1.7349561953853896]"
15,"[6, 11, 7, 8]","[1.4216815852477303, 1.147200340532613, 2.169697125876792, 1.483604670573382]"
16,"[7, 6]","[2.5444919217264963, 1.7286329430355871]"
17,"[8, 11, 7]","[0.36350487209304794, 0.3983563342818197, 1.3207920854823731]"
18,"[10, 6]","[2.054431428411536, 0.6484406096601191]"
19,"[10, 11]","[0.9562721711594385, 1.1863880415116554]"
20,"[7, 9, 6, 11]","[3.371973871592468, 0.5271774080827083, 1.3270061031990874, 0.5693005491506697]"
21,"[9, 7, 6]","[1.8510678865281869, 0.9688182716417918, 1.0266462607074867]"
22,"[11, 6, 9]","[0.8874963872115937, 1.4497391474055334, 0.27401342881166]"
23,"[6, 9, 10]","[0.7063170374683905, 3.892365400425072, 0.5675844283623295]"
24,"[7, 6]","[1.1075365084992648, 2.184227920591182]"
25,"[6, 7, 11, 10]","[0.5097771880184174, 1.1635411142403438, 1.3610364145570957, 1.2863762623791126]"
26,[11],[1.9963820563970238]
27,"[9, 11, 8]","[1.171122217285298, 0.33994113809939785, 1.715653448212354]"
28,"[10, 6]","[0.09351417182304023, 0.4930904133297135]"
29,"[6, 9]","[1.6647328282011695, 0.4845006968480491]"
30,"[8, 7, 10]","[0.6951681812552235, 0.7721773433187997, 1.4528032706527063]"
31,"[6, 11, 10]","[1.6973236361848345, 0.5507938151136587, 1.0878783242963628]"
32,[11],[0.8392293561235709]
33,"[11, 7, 9, 8]","[2.128564543827503, 0.9823209983126892, 1.5406332673186238, 0.4684828543313878]"
34,"[11, 6]","[0.09711684776649976, 2.3631718311173158]"
35,"[10, 11, 9, 8]","[0.2048948872820613, 1.75565486823607, 1.7793046097888596, 0.7053688638761257]"
36,"[6, 7, 10]","[0.20845516749204263, 1.1908902027414052, 1.2044836702408273]"
37,"[9, 8, 11]","[1.317120466224487, 2.088161530546941, 2.3556620757987528]"
38,[11],[0.4873891625000074]
39,"[11, 9, 10]","[1.6665717667251476, 2.356533256282275, 1.11287283872728]"
