,valuation coefficient
0,29.264598182835137
1,185.67245822353482
2,18.04482705304982
3,192.82080893252683
4,17.89206738830869
5,27.947884417693416
6,23.202510298151815
7,180.04493619854992
8,24.02835461982586
9,22.057174664608052
10,14.463627697869551
11,19.833860504563887
12,22.35642515798159
13,26.7146412856244
14,194.1571549601481
15,28.806908946573017
16,27.34970787388797
17,8.56252176399421
18,11.89753634713009
19,14.156896178647019
20,25.206256246927516
21,9.895391746481133
22,18.643509756184454
23,22.611805150066424
24,28.428036250407438
25,16.69355614353929
26,28.490390373841116
27,17.28505693756952
28,12.668880414022418
29,9.179057555790381
30,16.75580672141387
31,17.07805075764897
32,27.16848536372209
33,12.236058158821669
34,8.274166338051502
35,18.078824656733737
36,12.07274076289812
37,23.460113833091285
38,24.248174890550285
39,10.365432653036777
