,valuation coefficient
0,19.29946893432789
1,16.4800302469706
2,17.417091409468142
3,21.679553006596226
4,24.79487693783709
5,196.42177488545963
6,29.496794958925744
7,18.334627834914876
8,14.345420103971946
9,16.824238770806126
10,20.397887071062442
11,17.071795423736994
12,9.936908544945217
13,9.886921203108615
14,19.76083018432584
15,22.180333579126497
16,25.891500997784302
17,15.81095131065011
18,14.288066675450928
19,195.04258015820503
20,20.68136135279198
21,21.328157930676674
22,14.801890317257529
23,185.71986821484447
24,16.55041013517122
25,15.135493602765658
26,11.963215931334137
27,12.141711567141419
28,17.517758150592243
29,191.54749103440614
30,28.983119858254646
31,20.413893023951488
32,11.216980960373911
33,8.251515698015128
34,11.784352707983988
35,15.60058046929337
36,27.769187608770157
37,15.855111902817452
38,20.495773592513377
39,27.752231304987113
