task_Number,endpoints_location,bandwidth_demand
0,"[10, 6]","[0.7782375619034971, 0.3147926599454036]"
1,[7],[1.5627630059228774]
2,"[9, 11, 8]","[0.7772263008970004, 0.9341521522887988, 0.951169488661247]"
3,[11],[1.6365025782557143]
4,[7],[1.4697514340830429]
5,[6],[0.7937803403836866]
6,"[10, 9]","[1.648511637051533, 1.0257346185013572]"
7,[8],[1.346233115351183]
8,"[6, 7, 8, 11]","[0.2872169970366095, 0.6527032614231153, 1.6862946132785317, 1.625200808971351]"
9,[9],[1.7221353479008095]
10,[7],[1.1617761026359616]
11,"[10, 8, 9]","[1.2741727807601069, 0.4850900775287482, 1.6122973124985505]"
12,[9],[1.986491487620289]
13,"[8, 11, 9]","[0.8970358321503451, 0.817032467495679, 0.912878131924399]"
14,"[7, 8, 10]","[0.6584019209085217, 2.225450947891395, 2.0030837408505704]"
15,[7],[0.17763240216933518]
16,"[9, 7, 11, 8]","[0.9554952851271331, 1.3487801228680194, 0.8541826331905666, 2.480791089665691]"
17,"[9, 6]","[1.1569667908243975, 2.3067692445928136]"
18,[10],[2.9054833239321787]
19,"[6, 7, 10, 11]","[1.9847799342527292, 1.218715809673264, 1.250242885305709, 1.943898293585183]"
20,"[8, 10]","[1.1653477358614484, 1.045853031770847]"
21,"[8, 7, 11]","[2.448432147151731, 1.480053497854817, 2.759810625407389]"
22,"[11, 10, 9]","[1.3526267541826753, 1.298486570615221, 0.6116500749893702]"
23,"[9, 11]","[1.433719879476577, 1.04380954061594]"
24,"[6, 10, 8]","[2.294919778788764, 1.0621694111741873, 1.700542803117171]"
25,"[10, 7, 11]","[1.163904252678432, 1.8295124843972415, 1.7552999579521749]"
26,"[9, 7, 6, 11]","[1.921070031803584, 0.07399910057520953, 3.6418494820952008, 2.8579100163421822]"
27,[9],[0.9464054982769021]
28,[8],[0.22018034341906456]
29,[10],[1.4799560675228336]
30,[11],[1.6641456069283278]
31,"[6, 10, 11]","[1.3902412577986958, 0.09736651811023322, 0.075973814412309]"
32,"[7, 9, 8]","[1.9559440882224703, 1.058801514941278, 3.2686815789335664]"
33,"[10, 7]","[1.0302796914348007, 0.15524745105442916]"
34,"[6, 11]","[1.0258075915065077, 3.2009664376417875]"
35,"[9, 7, 10, 11]","[1.161774313712959, 0.05279605215618055, 0.031263000058753265, 0.9466792562556875]"
36,[9],[0.3100667732927861]
37,[9],[0.10854859796635785]
38,"[9, 7, 8]","[0.7685630210664766, 0.7834025331085663, 1.2233590211138137]"
39,"[7, 10]","[2.4740122803482394, 1.4610375555582555]"
