,valuation coefficient
0,188.74952062585987
1,11.511752299712576
2,22.31608388367963
3,9.602473485869588
4,13.375196450184966
5,181.68775366788168
6,19.374739566085502
7,28.569183117086403
8,27.33346726042959
9,195.09307160905448
10,9.586286782132397
11,28.01545858344742
12,12.35449066409989
13,19.103496136979604
14,17.506163495339322
15,18.617069575434538
16,11.758210984361408
17,26.206010469838205
18,14.368238122877587
19,17.63511374996872
20,22.214556706674358
21,16.63469135206771
22,13.475253797847651
23,12.080371290805013
24,29.192418991362317
25,10.669494690486182
26,16.56151038692687
27,10.58912897107668
28,23.980567090139722
29,15.448723707939571
30,9.19726964125816
31,19.0441724062986
32,21.051132223860975
33,17.268996873476503
34,21.028588168649655
35,22.3799469699824
36,10.722191927293284
37,11.106856468138588
38,14.344654842291444
39,197.65492773405546
