task_Number,endpoints_location,bandwidth_demand
0,[10],[2.881939088470647]
1,[11],[0.8251847731037724]
2,"[7, 8]","[0.5325055290302873, 0.830335185718893]"
3,"[6, 9, 10]","[1.898165100337751, 2.432872596816635, 2.356708621181369]"
4,"[11, 7, 6, 10]","[1.0411525552859517, 0.20614703797284684, 0.7618803112620388, 0.7041070220353767]"
5,"[6, 10, 7, 11]","[1.8774261950333604, 2.0025602899242294, 2.268027782297678, 0.7179777486012805]"
6,"[6, 7, 9, 8]","[3.3038718701263483, 0.4756976515124629, 1.6758171537987865, 0.563374528051752]"
7,[8],[0.40811296384633267]
8,[10],[0.6273668485833794]
9,[6],[0.5388997853793605]
10,"[9, 6, 7, 8]","[1.3801157017026657, 0.046103471734339596, 0.5766929620521802, 0.8279069381548185]"
11,"[11, 8]","[0.5682553206624188, 1.541618551306347]"
12,[9],[1.4078881224314097]
13,[10],[0.8096341514856067]
14,"[6, 8, 11, 10]","[2.5153785278743186, 0.012886734385247678, 2.187915229166303, 1.0184622696010477]"
15,"[9, 8]","[0.1873506896087297, 3.2879137795159803]"
16,"[7, 8]","[2.9690253319521425, 0.09621714174026896]"
17,"[8, 11, 6, 9]","[0.4176390415811041, 1.0391755764025417, 1.4044801018730693, 1.3401563857901193]"
18,[7],[0.8344137606160715]
19,[11],[1.4492447316408357]
20,"[8, 6, 10]","[0.6194718735494016, 0.9155380870129455, 1.142349920535838]"
21,[9],[0.7090044442377986]
22,"[11, 10, 8, 6]","[1.4447931499365656, 2.2807694308611017, 1.9704944456731202, 0.8453196407416664]"
23,"[10, 7, 9]","[1.411113392156277, 0.09523435451986295, 0.9049473268585089]"
24,"[11, 8, 9, 10]","[0.060634386424061715, 1.9101544681381197, 1.1009039053750598, 1.2446703839624607]"
25,"[8, 10, 11, 6]","[1.355716177911035, 1.1453532966999682, 1.8289825791010965, 2.3080142337317255]"
26,"[6, 11, 9, 7]","[2.7147920762211544, 0.2064314321019436, 0.987237474570027, 1.9096570849570131]"
27,"[8, 9]","[1.8779048918295977, 0.42890634041555153]"
28,"[8, 10, 11]","[0.13918064821966747, 1.6564204620642604, 2.3087288796561696]"
29,"[11, 7]","[0.5954985277743732, 0.7937339597156997]"
30,"[11, 7]","[1.77202015557127, 2.089806188332358]"
31,"[7, 10, 8, 11]","[1.3027130379700393, 1.5138544907346387, 0.1302483346229104, 0.7954485771105155]"
32,"[11, 7, 10]","[0.3427871152367161, 0.6237707243646694, 3.032915822378638]"
33,[9],[0.9190708659342668]
34,"[8, 9, 11, 10]","[2.5407356142962216, 0.28737128483511865, 0.8935471792638716, 1.662117972560539]"
35,[9],[0.855940846090699]
36,[11],[0.9750782325318812]
37,"[11, 9, 8, 10]","[0.3182514294735901, 1.241273072372467, 1.8458969985447713, 1.3165532807687805]"
38,"[11, 9, 8]","[0.6405573972887777, 1.2312489001838989, 0.353304480625924]"
39,"[8, 10]","[1.1910898401963446, 3.012438275368921]"
