,valuation coefficient
0,18.895501229508504
1,22.772384982134987
2,9.462235458291259
3,27.03657439074848
4,20.188958184232504
5,10.087779050532195
6,15.528108595822276
7,10.672183384790682
8,190.2391539888606
9,25.378705312557454
10,9.417381908362177
11,19.65054337610672
12,15.944390695837672
13,8.54505962879757
14,29.99552825098879
15,28.810640449786213
16,18.263404959729097
17,15.388567335323032
18,17.347634105795635
19,15.595489824202538
20,15.314719638722554
21,12.72152863034111
22,28.52611426762465
23,11.022244763553296
24,19.511193725631284
25,29.543963421538706
26,14.557734815507626
27,20.330036656600864
28,27.130146804451122
29,9.107957917037355
30,27.204910334229957
31,193.69009435291954
32,188.32511485845203
33,16.86776923701673
34,194.72311618319102
35,25.77303565924406
36,15.168037864422482
37,27.093109413505644
38,25.3499105943336
39,16.012859786287283
