,valuation coefficient
0,29.8186177102949
1,25.34854525537467
2,8.534102300638866
3,12.28488672693781
4,26.875579992588257
5,17.28811778718139
6,12.517351033478636
7,21.607918220168806
8,194.1299055871806
9,22.208061133168066
10,9.0651812845243
11,17.11676549583777
12,23.21374351118547
13,22.32402306803681
14,22.95646117860457
15,11.860332789911118
16,11.486576055814197
17,28.779506130796022
18,14.311315499111506
19,16.329941373643337
20,191.00696933168877
21,17.807083123363267
22,29.491217616744784
23,25.261634542161957
24,13.915565164952081
25,29.386014187307318
26,11.361124915131015
27,24.21942425397745
28,19.748631082465202
29,22.473687866793348
30,16.187640856822224
31,13.099997508844856
32,25.827665450077266
33,25.650420473584962
34,180.59065007264422
35,194.2592473909437
36,10.98555645102992
37,23.073852572667548
38,15.879688643461417
39,15.986005483178953
