task_Number,endpoints_location,bandwidth_demand
0,"[6, 9, 7]","[1.2212541228509997, 0.310434767951819, 0.42248676676859187]"
1,"[11, 6, 7, 10]","[0.6299881193214036, 0.8987291023620309, 0.5457312423149676, 0.11507844744676299]"
2,"[8, 9]","[0.7541463757425975, 1.0521220038716474]"
3,"[7, 9]","[1.6534057316927513, 0.7829319762812706]"
4,"[10, 6]","[1.3469193270877469, 1.7457269500324553]"
5,"[10, 7]","[0.8617791468899703, 0.7786500695506297]"
6,"[6, 7, 9, 10]","[1.958926562835964, 0.17234382318154295, 0.4281476074462537, 1.2853212546126156]"
7,[7],[1.1707644524655672]
8,"[9, 7, 6]","[0.07866481734365038, 3.13266764551692, 0.6194377391405359]"
9,"[7, 10, 9]","[0.36805986055833095, 0.43693290842187815, 0.7389155764535066]"
10,"[7, 11, 6]","[1.3036484653082399, 0.5910076619622235, 0.245169409588748]"
11,"[6, 7, 10, 11]","[2.199575721926389, 1.3972504152689926, 0.052755139816569985, 0.2433325658007225]"
12,"[7, 8]","[2.4021666203758465, 1.4651009937136952]"
13,"[8, 7, 10]","[1.247272652112044, 2.19329623503804, 1.5186363459214727]"
14,"[7, 11, 9, 10]","[0.426583498640867, 0.7876758724804461, 2.0637798991426006, 1.6292984924508702]"
15,[6],[1.3473969684717801]
16,"[8, 9]","[2.520902647849965, 0.9269110055731273]"
17,"[7, 11, 8]","[0.3894835993628565, 1.1944373777996973, 1.0282412484786176]"
18,"[6, 8]","[0.29174384206018633, 0.8598349213669303]"
19,"[8, 10, 6, 11]","[1.1315005440557193, 2.8688186753198686, 0.4208795173772054, 0.9508977636402495]"
20,[11],[0.36890610218251896]
21,"[11, 8]","[0.5216717347930261, 1.4524138576240042]"
22,"[6, 8, 10]","[2.668270140484819, 3.907056647717899, 1.65228033067892]"
23,"[8, 9, 11, 6]","[1.6747028093688008, 1.5776460733686801, 0.7498763655949868, 0.2201845047939458]"
24,[9],[1.077240418992807]
25,"[9, 7, 6, 10]","[0.5744078737325758, 2.003209559818071, 0.22182239130636572, 1.0489446301127079]"
26,[6],[3.276553417503126]
27,[11],[1.1927235487694363]
28,[8],[0.13674895226694606]
29,"[9, 6]","[2.1853606073360807, 2.856595183975923]"
30,"[10, 9, 8]","[0.8676980495437003, 0.6207750147963792, 0.8122062938037213]"
31,"[9, 10, 6, 7]","[0.65685911749019, 1.3151338192433208, 0.35760151641810634, 2.023466376110006]"
32,"[6, 7, 10]","[0.2157659577729356, 1.2118914279260846, 0.8726454984051395]"
33,"[6, 7, 9]","[1.9498627921528473, 0.07958119934967889, 1.9085910275776412]"
34,[8],[1.2165319556753218]
35,"[10, 8, 11, 7]","[1.8171934680167054, 0.2890691700422573, 1.964349881826247, 0.9933660726068565]"
36,"[6, 10, 8, 7]","[0.7406404641353632, 2.4762868119680115, 1.0856775777599506, 1.197469015255415]"
37,"[6, 9, 11]","[0.8554653402185954, 2.6169788055097944, 2.343946134660979]"
38,"[7, 8, 10, 6]","[1.6907345944029877, 0.07025157082996614, 1.6141914078095396, 0.3032487457956643]"
39,[8],[1.385479893250788]
