,valuation coefficient
0,14.061107253290668
1,29.460052070521396
2,17.238301147423172
3,8.652116353586464
4,13.248634115559904
5,11.625435834896164
6,26.253026525005236
7,28.95560813236467
8,25.64119951861251
9,21.678195271496755
10,15.931621908780775
11,13.953484538339028
12,21.960475105254325
13,10.324471777611535
14,26.41484749235128
15,28.92890284655342
16,25.932872354579466
17,17.73626461800535
18,195.89033914461857
19,20.18960684332101
20,29.85178742844918
21,12.619188858395074
22,20.81201088457918
23,17.528959744219698
24,17.494206852424153
25,20.834597256635234
26,10.912705445900235
27,21.8526801532686
28,24.770767586967636
29,11.003485597152531
30,28.726205956354697
31,23.705611595259057
32,196.02852211381438
33,9.939958862092807
34,184.10578742294666
35,13.835570811081869
36,17.42538598571193
37,194.6682090525857
38,29.65744703321262
39,18.339620741926623
