,arrive_time,finish_time,start_time,usage_time
0,0.028226428778996837,5,1,2
1,0.08912213851356099,3,1,1
2,0.09834463965073259,7,2,2
3,0.17371559812111248,6,1,1
4,0.48045871843075627,4,1,1
5,0.7280696614259097,7,2,2
6,1.7581462081376575,10,2,3
7,1.7591239330721808,7,2,1
8,1.8620198966327617,8,3,3
9,2.2006366247515494,9,3,1
10,2.5984710883500615,7,4,1
11,2.660147223829904,10,4,1
12,3.0165279445931823,8,5,1
13,3.133002291387289,9,5,3
14,3.675120494541322,11,5,3
15,3.6823867546384315,11,5,2
16,3.887603139598399,10,4,2
17,4.465434219464467,10,6,2
18,4.468233205870543,10,5,1
19,4.8502135401671715,11,5,1
20,5.177666609300738,10,6,2
21,5.538232322640006,9,6,1
22,5.817674938340307,11,7,1
23,6.282615632539921,11,8,2
24,6.980026157839806,11,8,2
25,7.131920026090941,11,9,3
26,7.20739637532186,11,8,1
27,7.746864157808845,11,8,2
28,8.020878465307703,11,9,1
29,8.040162178276805,11,9,2
30,8.507898769743743,11,9,2
31,8.595147744333712,11,10,2
32,8.8320834723841,11,10,2
33,9.128409892970561,11,10,2
34,9.132693117854428,11,11,1
35,9.148587138506231,11,11,1
36,9.460815130702212,11,10,2
37,9.604980925219321,11,11,1
38,9.6176637874044,11,10,2
39,9.810222013125824,11,10,1
