task_Number,endpoints_location,bandwidth_demand
0,"[9, 6, 8]","[0.721374316585493, 1.381262557435801, 1.243764735899761]"
1,"[6, 7, 9]","[0.42662615023748096, 1.767427616633583, 0.9333748246995426]"
2,"[8, 9]","[0.5883326547513594, 2.2729630824609037]"
3,"[9, 8, 7]","[0.8053725927913442, 1.9684230035255146, 0.9767570339747401]"
4,"[11, 9, 8]","[1.0843369301941568, 0.5388632284687271, 1.074349468139627]"
5,"[11, 9, 7, 6]","[0.58666877604919, 1.054325562528791, 0.6939330634680111, 0.8687833927267912]"
6,[8],[1.2984007818239514]
7,"[8, 9, 11, 6]","[0.20077715996935186, 2.1236275685930943, 1.7770528664035496, 0.15701513445010562]"
8,"[8, 11]","[1.016116946500166, 2.1089144785459792]"
9,"[8, 7]","[2.859542741457366, 0.46457538419037137]"
10,"[7, 9, 6, 10]","[3.7170460102528615, 0.14079050183018516, 0.8363040560223122, 0.31988061038332205]"
11,"[6, 8]","[3.2014174560102107, 3.5128501944412935]"
12,[6],[1.4267742204141018]
13,[11],[2.2710589583648186]
14,"[7, 8, 9, 10]","[1.446721204840247, 2.8547086082034143, 0.6013654679713101, 1.1514291290839693]"
15,[10],[1.203896349877609]
16,"[8, 10, 11]","[0.9728168132850984, 0.5746642884268327, 1.12268543327608]"
17,"[9, 11, 10, 6]","[1.1999289805299624, 1.1963206721992614, 1.3289268467923694, 0.5945893003024273]"
18,"[7, 11, 9]","[0.5226631237726961, 2.3619766805996507, 0.6562233128055971]"
19,"[7, 11, 10]","[1.716835863135166, 0.8012063570347459, 3.1117162477238147]"
20,"[7, 8, 11]","[1.9624793721424778, 0.08946690423991233, 1.7753528330947441]"
21,"[7, 8, 10, 6]","[0.7471698744840936, 2.6132522706649586, 1.8490393314477547, 0.6863351671532205]"
22,"[10, 8, 9, 11]","[1.5958667842144747, 2.508977623294717, 2.3010018955524534, 1.4926529325974094]"
23,"[9, 7]","[2.5270764989817565, 2.8140228179840046]"
24,"[11, 9]","[1.6580588299734287, 0.7126972712027537]"
25,"[7, 10]","[0.37908196775382574, 1.2069132516192504]"
26,"[8, 9]","[0.8861926922737235, 1.9427362115719196]"
27,[11],[1.7676314792527656]
28,"[9, 7]","[0.8189865262250208, 0.6031435032534512]"
29,[7],[3.3985987102203588]
30,"[10, 6, 8]","[1.2196292496836498, 1.1146601321442362, 2.7339402306312994]"
31,"[10, 11]","[1.7684787699179787, 0.64759021072502]"
32,"[6, 11]","[1.3858394963205933, 0.9393633971517251]"
33,[10],[1.366521952498331]
34,"[11, 9]","[1.978555268776823, 0.33993308090039465]"
35,"[9, 10, 7, 8]","[1.0076848644847323, 1.9549650478573708, 1.3122222765925216, 2.457755244588367]"
36,[6],[0.779042745564005]
37,"[7, 6, 9, 10]","[2.0285134294326284, 2.5155523666823685, 1.143513287232233, 0.4253622162759504]"
38,"[8, 7, 11]","[1.3779404563597013, 3.605648773824643, 1.6877368345819355]"
39,"[7, 11, 6]","[2.21883956242941, 0.32798190606198774, 1.7720286097509075]"
