,CPU,RAM,disk
0,0.5073026391148482,1.0964623718569064,0.3472400641574347
1,1.321517951072159,1.3453132941336057,1.8789693835360324
2,0.2019911823277558,2.985084591425731,2.744814148339301
3,1.3933412170817396,2.4916138335563236,0.8123550162507128
4,2.617508133807603,1.117475661026638,0.07709073515105402
5,0.4065211850475532,0.5618271561095449,1.281432763560407
6,2.6694518265283045,0.0021831957009044167,1.6698939700100706
7,2.236205326186816,3.4653250820614763,2.383232229535518
8,0.5007550132704552,1.500687952830801,2.3711934126612917
9,1.4935730522280708,2.469257367011245,1.0980366828083008
10,1.364894767006885,1.4462810251068936,3.8534604002986135
11,1.2255515476338852,0.666898837862165,0.2086092290325562
12,0.5058809662983224,2.320668937804922,0.6861201900543705
13,1.5983094200460592,1.802565953124269,0.5982293430682211
14,1.8548421321837112,0.3903390605952062,0.705046708886257
15,1.1603991629425587,1.9865978168979976,1.0282273672991198
16,2.74771142684771,1.3183418259544544,1.4881392874459811
17,1.8972290516712533,0.8861210328987639,1.683665893635915
18,0.37264174883437606,0.014913581830165001,2.200155541607934
19,2.3724582310950435,0.3085420180374081,2.004721608756906
20,1.3507872214923198,0.2829573392375444,1.2405274231552323
21,2.5010762687984345,1.2152736095734167,2.5478256093473446
22,2.733956361116578,1.8577066149445975,1.8810603641789418
23,1.3644186081243403,1.277973631521402,2.1715909256390864
24,2.0097113673448073,1.7518829297760232,0.5072664865306679
25,3.169676114546312,1.207329567390122,0.8549354626749225
26,1.8794856905576622,1.111840171023356,0.17746392523550736
27,1.0643193997540121,0.8335946284862643,0.059290225007162745
28,1.8991302900459424,2.6078868651547573,1.7601259088383947
29,2.009619057120961,1.7022265952244502,0.0524905776929937
30,2.156688930108264,1.6092822662823638,0.6767987675269949
31,0.9149158813867803,0.6561292648540282,0.3811772244717849
32,0.7820862909405202,1.1549309136061543,1.8356338674583301
33,2.1656869406343695,0.7277237048636915,1.3765464602905582
34,1.696930721575638,1.1972722238455262,0.7447195459557152
35,2.575599078882665,1.2377137890626613,3.21386943193094
36,1.3809268170531461,0.5343225676078943,2.104826326746589
37,1.4349372745933664,2.3978193858268715,1.12466677507838
38,0.42310665851255125,1.7837929204012108,1.4647391662257616
39,1.1533414681128416,1.4298713258232676,1.108993755209779
