task_Number,endpoints_location,bandwidth_demand
0,"[6, 7]","[1.1171082859453056, 0.6966274334860645]"
1,"[10, 6, 11]","[0.7636812233113816, 1.815391579823904, 0.8401854871814161]"
2,"[10, 9, 11]","[0.5581552322562444, 0.8378084636384266, 2.001925603023849]"
3,[6],[1.1293515094699174]
4,"[7, 10, 9]","[2.000441560299243, 2.017022290939549, 1.5110138842089176]"
5,"[7, 10, 11, 6]","[1.3639749288413812, 2.1373562512225552, 1.2676881163648193, 1.3297539716866573]"
6,"[10, 9, 11]","[0.47895763829073645, 0.3047873701367618, 0.9425667484895709]"
7,"[9, 10, 8]","[2.2145134505356054, 0.40407933150382414, 1.8307817043008539]"
8,"[10, 9, 8, 11]","[1.0482959042983973, 1.2886438384462706, 0.4514866168335109, 1.650932265916048]"
9,[6],[2.0165092525805344]
10,"[7, 9, 11, 10]","[1.2480660056775796, 1.3605177783694984, 1.2582807178776503, 1.2642704207040496]"
11,"[9, 8, 7, 11]","[1.7678388086333874, 1.4793752939369067, 2.6669647788020696, 1.3615742815775862]"
12,"[10, 11, 8]","[0.6791635524081292, 0.9925254864869024, 1.6859381723455487]"
13,[8],[1.3993099997900593]
14,"[8, 10, 9, 11]","[1.250356245913834, 0.3296479677848564, 1.018844423311938, 1.526992564583424]"
15,[10],[0.9102820893808637]
16,"[11, 6]","[0.9533478222856483, 2.5528607764895517]"
17,"[8, 11]","[0.6896966936512662, 1.718563811108946]"
18,"[8, 11]","[0.23274406789564628, 0.124208586955045]"
19,"[8, 11, 10]","[0.3155049670022685, 0.09181708144117928, 1.3690093504583256]"
20,"[9, 10]","[0.5374311981038944, 1.1033591029868006]"
21,"[11, 10]","[2.474159059029666, 1.5027751261348554]"
22,"[8, 6, 7, 11]","[1.2699379718067212, 0.6080952102983561, 1.229517755963965, 0.9169157924754456]"
23,"[8, 10, 11]","[0.3855603048409154, 1.8236945884005444, 1.633775162559734]"
24,"[7, 9, 10]","[1.0057946261826214, 1.277145356625382, 0.15621551598609207]"
25,"[7, 8, 9]","[1.458643786430616, 1.3511955257538353, 2.0202280557735106]"
26,"[7, 9, 10]","[0.7355295525468334, 0.478669020508642, 1.795844627736316]"
27,"[11, 9, 6, 7]","[1.8333327145639453, 0.1254991128593953, 1.2270093582412438, 2.9626898776407904]"
28,"[7, 8, 11]","[1.0220237352037973, 1.0450099648550368, 1.49007418760445]"
29,"[7, 9]","[1.5519602985111596, 2.0550662420056196]"
30,"[11, 8, 9, 10]","[3.6435591752873155, 0.8890719428161143, 1.4747682710676022, 3.0758526228576204]"
31,"[11, 9]","[0.855380322073991, 0.6990350372669314]"
32,"[9, 6]","[0.3718058366805458, 0.0019636601844793544]"
33,"[6, 7, 9, 8]","[1.2560629678415522, 1.3580299198255397, 1.2650913983010506, 0.10197261927515844]"
34,"[7, 11, 10]","[0.9734942213466716, 1.3321437534788974, 1.5118192326202657]"
35,"[11, 8]","[0.24671050357975588, 1.232681385511822]"
36,"[8, 7]","[1.2498842314803644, 1.3792335148081647]"
37,"[10, 11, 7]","[1.8287851687977317, 0.5872665907298051, 1.439745476508775]"
38,[7],[0.9020570631618888]
39,"[10, 8, 6]","[1.494509081519868, 1.5997849797998225, 0.06960241647551768]"
