data_link, bandwidth_capacity
"(1, 2)",4.769404087222005
"(3, 2)",4.769404087222005
"(8, 2)",4.769404087222005
"(4, 10)",4.769404087222005
"(7, 1)",4.769404087222005
"(3, 0)",4.769404087222005
"(2, 8)",4.769404087222005
"(9, 3)",4.769404087222005
"(6, 0)",4.769404087222005
"(2, 1)",4.769404087222005
"(3, 9)",4.769404087222005
"(0, 5)",4.769404087222005
"(1, 4)",4.769404087222005
"(5, 4)",4.769404087222005
"(3, 4)",4.769404087222005
"(2, 5)",4.769404087222005
"(1, 0)",4.769404087222005
"(10, 4)",4.769404087222005
"(0, 1)",4.769404087222005
"(0, 3)",4.769404087222005
"(11, 5)",4.769404087222005
"(4, 1)",4.769404087222005
"(4, 3)",4.769404087222005
"(5, 11)",4.769404087222005
"(0, 6)",4.769404087222005
"(5, 0)",4.769404087222005
"(1, 7)",4.769404087222005
"(4, 5)",4.769404087222005
"(2, 3)",4.769404087222005
"(5, 2)",4.769404087222005
