,valuation coefficient
0,18.191232270840885
1,14.753783186006808
2,26.765070930016805
3,11.724915798238163
4,8.255487257957965
5,9.392458593489065
6,22.800148346667957
7,9.44480155865723
8,16.446874529992424
9,22.47279282218294
10,10.144657290109148
11,20.665605952204288
12,10.065237521593343
13,21.11011299492994
14,26.852116705494637
15,15.366996435933372
16,21.161659602710966
17,180.62351970554795
18,12.187731999518231
19,13.95001523483867
20,21.685335517115718
21,26.592139583497172
22,16.194541977664347
23,22.13280131870791
24,10.587472377615896
25,26.112272060651456
26,24.320357149257614
27,197.5496716382452
28,191.92359432925863
29,11.015571207467442
30,21.39217890079571
31,28.041931512737534
32,18.754520289442112
33,199.95525671858599
34,15.6052860824614
35,9.914739089043286
36,22.10942596862469
37,19.218054971270597
38,24.44977936222108
39,10.048604288644466
