task_Number,endpoints_location,bandwidth_demand
0,"[8, 6, 11]","[0.08916294173088901, 1.3106886906642572, 0.6796568711913555]"
1,"[8, 6]","[0.17554589579157098, 0.8405799320686739]"
2,"[10, 9]","[0.5471044772403675, 1.236184959706137]"
3,"[10, 11, 8]","[2.7354250490257668, 0.9542310311752655, 0.7355441825922573]"
4,"[10, 11]","[1.1784395471959852, 1.036152501445461]"
5,"[7, 10, 6, 9]","[2.838933018306978, 2.3757527529573554, 0.5236118946462671, 0.18560301635494691]"
6,"[10, 7, 9]","[1.2958936407115145, 1.5400136718382034, 0.04494045341031094]"
7,"[8, 6, 10, 11]","[0.7891927263185617, 1.2632193348352907, 0.5796721673565808, 0.4115631896351597]"
8,[11],[0.4458978581836006]
9,"[8, 11, 9, 7]","[2.929410036372621, 1.9863931072845717, 0.3039597090125521, 0.9865851237884397]"
10,"[6, 9, 7]","[0.6044133132564212, 1.4358563553613815, 0.027206871937139554]"
11,"[8, 6, 9]","[2.0680026617929936, 1.3207640403598395, 2.3603052077228184]"
12,"[6, 9]","[2.330163302199975, 1.983402657077184]"
13,[6],[0.16695153921660733]
14,"[6, 7]","[1.1817193682818818, 0.2835612676235064]"
15,"[7, 8, 9]","[1.11153625170991, 1.5896225260988666, 0.5399823198141833]"
16,"[7, 11]","[1.328182328333922, 1.1745120619889855]"
17,"[7, 8, 10, 6]","[0.6139935518733723, 0.7134421906909523, 1.2940319225158925, 0.5450118094441734]"
18,"[6, 8, 7, 11]","[0.2405801551384983, 0.858772782687109, 1.31212249366819, 0.9961253936947466]"
19,"[11, 6]","[3.125064754717777, 2.102668959714912]"
20,"[7, 10, 11]","[1.0782951925188424, 3.0013831828133033, 0.33109187041848887]"
21,"[11, 10, 8, 6]","[1.7207156054832766, 1.623704156654671, 1.1097005016236863, 2.053048144255392]"
22,[7],[0.8286526334789049]
23,"[10, 8, 9]","[0.5322503803175949, 1.7412238646816889, 0.27531791126853944]"
24,"[7, 9, 6, 8]","[0.5613034166102735, 1.4327679508624573, 1.6424634642351306, 0.3905718931519844]"
25,"[7, 11, 6, 9]","[0.4098599652730255, 1.1219504828473026, 0.5056952224682439, 1.607575508006348]"
26,"[6, 11]","[1.4824262212252028, 0.9595525874198875]"
27,"[11, 7, 6]","[1.3508145083039533, 2.320211047575027, 3.41358229699471]"
28,"[11, 9, 7]","[1.0081983167698425, 0.1633095177067072, 0.43787276019065324]"
29,"[11, 9, 7]","[0.18778037209594345, 0.5593515587763537, 1.0123903426562608]"
30,"[8, 11, 10]","[2.877442750409918, 1.362459883984477, 0.8930160394598076]"
31,"[8, 7, 9, 6]","[0.0021721403183666554, 0.05314724076402744, 0.7806032945827874, 0.2374747478587491]"
32,[11],[0.8719687042578677]
33,"[10, 6, 7, 11]","[0.45572979210835163, 0.8773589748727291, 0.6860656545640814, 1.6886986672079645]"
34,"[10, 8, 9, 6]","[0.08474501330880191, 0.7340257159144457, 0.9555852582848287, 2.121007334898029]"
35,[7],[1.7840214054287205]
36,"[9, 6]","[0.9851545079647076, 0.26050314634359584]"
37,"[8, 6, 9, 10]","[0.5715129324687767, 2.886179982734077, 1.1522799315799297, 1.8301206405992512]"
38,"[9, 7, 10]","[2.0821524318438698, 1.503565387586497, 0.30191309909691333]"
39,"[11, 9, 8]","[2.421367478641308, 1.5969921040493316, 3.3108756906583325]"
