task_Number,endpoints_location,bandwidth_demand
0,"[6, 8]","[1.543142625826821, 0.6959477620377599]"
1,"[7, 11, 8]","[2.0296467872954143, 2.2660921237503775, 0.00016126172780739356]"
2,"[6, 9, 10, 8]","[1.0771101704233619, 0.10564910913837211, 0.40046785191611367, 1.3370880513672943]"
3,"[8, 9]","[0.35135657882477744, 1.0571644364407895]"
4,[7],[1.452790659514736]
5,"[8, 11]","[1.9136063253400208, 0.8206152272742014]"
6,[10],[1.314823249626961]
7,"[10, 6, 11, 9]","[1.1223152704161832, 1.0131594538363138, 1.0719542753927254, 0.6326795557605362]"
8,"[7, 9]","[1.1183475072636475, 2.0666990328044914]"
9,"[7, 10, 9]","[1.503811480396497, 1.2946993068330932, 0.22293367819954912]"
10,[7],[0.6128689507548011]
11,"[8, 11]","[1.7229954467230804, 0.10264426276757654]"
12,"[11, 9, 6, 8]","[0.989184218933818, 1.4873220498808326, 1.574240710969438, 1.4469537095006662]"
13,"[7, 11]","[0.014154948031559589, 2.4192433563624705]"
14,"[10, 6]","[1.2824416306593758, 0.6973346328194672]"
15,[11],[0.40143410652106304]
16,"[7, 8, 6]","[0.4311237725661117, 1.0689864057928173, 1.466477925905575]"
17,"[6, 11]","[2.094520489116834, 1.107236284340366]"
18,"[11, 6, 9]","[2.437232293538097, 1.976214661855193, 1.5721898217360049]"
19,"[11, 10]","[1.7953823722822368, 2.7122690546330688]"
20,"[9, 11]","[1.0531922492623083, 1.1482023540652555]"
21,"[7, 11, 10, 9]","[1.5763182589152507, 1.6239487825662429, 1.6695203144525625, 3.1641208858996435]"
22,"[9, 11, 10]","[1.379216207667509, 0.3463123663923535, 1.63960990949596]"
23,"[10, 6, 7, 11]","[1.1555137474751156, 1.560539355487518, 1.8305469604203117, 1.5349599278999886]"
24,"[6, 9]","[2.5676760819128512, 1.5841078954183752]"
25,"[9, 7]","[0.9839296779538143, 2.5700044706340623]"
26,"[9, 7]","[1.8989201166369813, 0.974858871621901]"
27,"[7, 8, 6, 11]","[1.0244320530142548, 1.4520008978018244, 1.0869857515555321, 1.4848517402345438]"
28,"[11, 10, 8]","[0.1324755285631981, 1.0427831281449547, 1.2626724430656369]"
29,"[10, 8]","[1.4831836569122336, 1.2912297594072664]"
30,"[8, 7, 11, 6]","[0.7729528959362213, 0.4517839036403969, 0.6209409841704638, 2.387462843951228]"
31,"[7, 10, 11, 8]","[0.6088719048028408, 2.0130598546052116, 1.0585193284352719, 1.756687244842559]"
32,"[10, 8]","[1.2062279859519163, 0.49078529564756146]"
33,"[9, 7, 8, 6]","[2.185302543687385, 1.8509489577212264, 0.37432566580329507, 0.5591420337970741]"
34,"[11, 6]","[2.4440507328613634, 1.4736727074232476]"
35,"[10, 9, 7, 6]","[0.9027902272417109, 2.4862478745315704, 0.39270113676829654, 0.03766603626861997]"
36,"[10, 8, 11]","[0.6771973006800871, 0.4584907771396063, 1.593907634791627]"
37,[10],[0.9469783303688996]
38,"[7, 6, 9, 8]","[1.518691428463243, 2.4694822454134564, 2.3032794955631823, 0.6094554455924343]"
39,"[11, 6, 8]","[0.7076618027576714, 1.0960325267838218, 1.0097889688695112]"
