,valuation coefficient
0,29.83006806542037
1,16.067738972157354
2,20.601888525842373
3,21.961211856223372
4,19.69838632904927
5,12.704960976617567
6,13.790696310941465
7,18.118811883251123
8,13.544897340952044
9,24.351670512225542
10,21.327125345523402
11,9.63839703722869
12,21.864337418981343
13,189.9275805513485
14,20.668307970611792
15,27.84833787483341
16,17.645279346104452
17,18.747639560132804
18,186.83306433773055
19,26.50985829437115
20,23.50148766298395
21,16.951425177426678
22,181.74504029635048
23,26.388731554825043
24,14.022514738873559
25,17.01376171818325
26,183.0961822672473
27,26.188676939377586
28,11.729496868249297
29,9.004720366268074
30,18.57625211498894
31,25.63893783766028
32,29.01996104644611
33,18.770803660044656
34,9.186517700832425
35,9.188669573637172
36,17.510908407703596
37,10.106645479020928
38,28.741700555954655
39,9.090413074310185
