,valuation coefficient
0,8.375957900856003
1,17.903086908128813
2,23.79495219810608
3,18.149849312320576
4,9.318477766871322
5,14.240158509623024
6,11.555351946876527
7,183.3872493222265
8,20.393402354733716
9,26.634352712374586
10,27.62574889394636
11,182.29406560866835
12,18.502757059546692
13,28.096430884931415
14,12.088064043718251
15,21.64548857099338
16,26.29058666923661
17,197.72112143655912
18,26.790562920402092
19,25.971093963455147
20,11.698142810320565
21,17.74534421132335
22,16.10117296424495
23,14.646379131980948
24,11.737666604615239
25,24.8126664623974
26,14.262761006762862
27,27.54168898875998
28,28.158804146088336
29,22.676726557715845
30,20.49403507191576
31,9.981978015292729
32,15.356202437287276
33,16.770654497784726
34,184.55869364356764
35,22.735844558204363
36,24.00537168407581
37,29.142074170079766
38,11.725151249605876
39,19.643626916822413
