task_Number,endpoints_location,bandwidth_demand
0,"[10, 8, 7]","[1.8578924867037712, 0.9694164654109859, 1.0980333307426167]"
1,[9],[0.9975344213833032]
2,"[9, 10]","[2.1363833406926434, 0.709231517734745]"
3,"[11, 8, 7, 10]","[0.47914453681574154, 1.3042196185907424, 2.3092637610945195, 1.7530610229813237]"
4,"[11, 8]","[1.5478905288616387, 1.4151778094004126]"
5,"[10, 9]","[2.6046000179264244, 2.632087560124928]"
6,"[9, 8]","[2.1392052510141646, 0.8877745491663623]"
7,"[10, 7, 11]","[0.16621784098242043, 0.7733394658944199, 1.7942767258115673]"
8,"[11, 9]","[1.012491894242426, 2.0709006452411316]"
9,"[6, 10, 11]","[0.4258991771694596, 0.578531435283034, 0.17340508390726705]"
10,"[7, 6]","[2.1424943759556117, 0.6275285770557559]"
11,"[9, 10, 8]","[0.5251323324484116, 0.06818239137017612, 1.2985810622464318]"
12,"[10, 6]","[0.7161108082056821, 1.2669546299925183]"
13,[6],[1.0629527891955144]
14,"[7, 11, 9]","[1.2161338463464768, 1.4099840602095535, 2.941265286804092]"
15,"[7, 8, 6, 11]","[2.5025713417407847, 1.3735213370988735, 1.7461463247435232, 0.872216878963842]"
16,"[6, 11]","[1.2075261910301147, 0.46826827273534566]"
17,[10],[1.3247876665467218]
18,"[6, 9, 11]","[1.4471449879352911, 1.3686761054266225, 1.0825059413943572]"
19,"[7, 9, 6, 8]","[0.7218011702625301, 1.9263279458542968, 1.3741095704128565, 0.34565601265044577]"
20,"[10, 7, 11, 6]","[2.838763167581045, 0.8133406933210564, 1.9017203532157843, 2.1408814386654873]"
21,"[8, 7]","[0.6971892222550591, 1.4476627752732563]"
22,"[8, 11, 10]","[2.365396257123688, 1.1795241906803122, 1.9829535256804283]"
23,[7],[1.5958269443571833]
24,[9],[0.9276222851800072]
25,"[9, 7]","[2.683045304338222, 1.7966824193958957]"
26,"[10, 6, 11, 9]","[1.106752084481501, 0.0820820334301604, 2.1888198281561304, 2.5519574764189112]"
27,"[9, 7]","[1.175213664146979, 0.38622208175363903]"
28,"[10, 8, 6]","[0.4311563380926712, 1.6265609135935328, 1.7152103355090658]"
29,"[11, 7, 9]","[1.0726425096797898, 3.084125827379261, 0.4791181023926596]"
30,"[10, 9, 11]","[2.153217925518491, 2.323002220676007, 0.10601163775244304]"
31,"[11, 10, 8]","[1.0432061449453265, 3.357891873832348, 0.956380305632904]"
32,[8],[1.789045248405502]
33,"[11, 8, 10]","[2.1055874196484554, 0.7112185110898288, 1.8375279365146802]"
34,"[6, 11, 8]","[1.9352737269849816, 1.7704446186126979, 2.429886548837241]"
35,[10],[1.2663963793451707]
36,[8],[0.1615401619927196]
37,"[11, 10, 8, 9]","[1.604467056348633, 1.0798113696022467, 0.8499721808547378, 0.4511244107038276]"
38,"[6, 10, 7]","[0.4721318248305283, 3.784736094654293, 0.6286911243710074]"
39,"[11, 9, 8, 7]","[2.3240480629608395, 2.2735581976086676, 1.7061544004840652, 0.9113464539989405]"
