,valuation coefficient
0,26.781171476087703
1,12.272080594991957
2,18.520073481504127
3,18.429356962720522
4,11.023775180668185
5,26.809768687404524
6,26.987769381021504
7,15.037266055926398
8,9.392695202804095
9,29.184633214739694
10,11.423242470416797
11,13.75455907981486
12,10.704094584872319
13,27.355296025638996
14,28.61816247131021
15,20.04238310212131
16,13.140744958621031
17,193.94330479198962
18,24.25373455647052
19,10.24707654418744
20,18.99418853201489
21,11.327092018737888
22,20.251996012513423
23,187.15147756028563
24,17.72151680149684
25,9.764129627606378
26,17.82135574154776
27,21.759742859586506
28,16.550237311959965
29,22.796658773174933
30,18.36273134642081
31,188.7342956575638
32,24.39030086253127
33,12.808221353329376
34,10.566831423353158
35,11.09324790707873
36,28.342706215005627
37,180.25530695371395
38,12.115261203668657
39,22.45642092157931
