,valuation coefficient
0,16.011536923335935
1,13.88155694277592
2,19.30158899726007
3,11.194358939848167
4,11.225487113463693
5,14.840810218204002
6,27.63340063300758
7,26.827253096209745
8,20.445390285976202
9,10.945327838366516
10,14.26479910677229
11,22.17385290359656
12,28.643575247913013
13,23.44887182436789
14,11.939697372098056
15,192.58773070663895
16,16.810300636740607
17,16.850768328549094
18,20.60299992542097
19,13.611354175705337
20,19.34074984337955
21,13.302734912207468
22,17.11679020087768
23,26.848447821319915
24,10.847599672059257
25,21.849343839286426
26,16.95792195672745
27,183.7861482096156
28,8.266080388526662
29,19.71403232831292
30,8.60011095790138
31,13.600194639855603
32,9.131032427913121
33,26.639867912491773
34,18.364259108890074
35,12.790810567968924
36,25.702083949888994
37,189.7367873523508
38,28.906784567394478
39,190.7961900554306
