,valuation coefficient
0,24.200611246718697
1,19.717123309117127
2,19.147707614495687
3,16.17156052225117
4,8.233089116519611
5,17.983423946842024
6,27.848349440284615
7,188.31906110836107
8,13.993281888800471
9,25.377942376690186
10,28.104393313719733
11,19.422324092752
12,19.271844615268126
13,24.85665140896205
14,21.388226208750456
15,20.46192422505747
16,19.48987322625247
17,18.18528595551075
18,28.8001486597876
19,24.19874742267329
20,26.33207060605955
21,13.605973028037507
22,9.153380509130743
23,16.80339709260374
24,17.323602739651943
25,16.918474151875607
26,10.016649920916738
27,17.287360767974967
28,14.777283468064184
29,181.39705403272788
30,29.36986716265991
31,23.90929593197623
32,185.53737580155416
33,18.416941302469937
34,11.627963374986443
35,10.053264307452386
36,27.064738027427214
37,25.046218795681543
38,183.8397444419529
39,21.99291055250952
