task_Number,endpoints_location,bandwidth_demand
0,"[8, 6, 9, 7]","[2.3458736367731157, 1.1846435510571098, 1.5960561952454877, 0.6426457148154265]"
1,"[10, 9, 7, 8]","[0.2941585890496138, 0.09521623796755774, 0.7959059021412739, 1.9755721122995409]"
2,"[11, 6, 9]","[1.9950060747126173, 0.7142834887323619, 2.4476939343107036]"
3,"[8, 10, 6]","[1.8684915654395646, 3.20144375200596, 0.961286178120455]"
4,[9],[2.08988780561123]
5,[6],[1.8569844245297267]
6,"[10, 7]","[1.9588470197854142, 0.2865747538811009]"
7,"[7, 10, 9]","[1.7072999861942992, 1.2289628231954883, 1.2248224975293387]"
8,"[8, 11, 10, 6]","[1.665811654532221, 1.481364386455759, 1.078454580356014, 0.7419454831355379]"
9,"[7, 9]","[1.0812412164522691, 1.922405095339141]"
10,"[11, 6, 9, 8]","[0.6478966215437137, 1.7088694839268945, 1.0311483333976694, 2.5216562366172726]"
11,[9],[1.211970192208908]
12,"[10, 9, 11, 8]","[1.5489669147980432, 1.5473982029739934, 0.7656295706137481, 1.226952264150735]"
13,"[8, 11]","[2.4184587780975764, 2.042772640492832]"
14,"[6, 9, 11, 7]","[0.9421282431995219, 1.1135860732842409, 2.8168889501139915, 1.1349012532316831]"
15,"[11, 9]","[1.71653030476848, 3.6242402952119614]"
16,"[9, 10, 11, 6]","[1.5864183013449102, 2.861697231218767, 0.5217254341026556, 2.223580642266022]"
17,"[9, 8, 7]","[3.0287222359277313, 2.3154238463732164, 1.1224342859785457]"
18,"[11, 9]","[0.7177610109290615, 1.5527204807182517]"
19,[10],[2.6834015911892672]
20,"[9, 11, 7]","[1.287887583447883, 0.6302564488437135, 1.7448981479382675]"
21,"[11, 7, 8]","[0.8471948315505509, 0.5848070836231597, 2.1800578148004517]"
22,[8],[0.49809410867588544]
23,[7],[1.5799729260397353]
24,"[9, 8, 7]","[1.404827165089511, 0.4451424665866893, 1.870292763913126]"
25,"[7, 8]","[1.9697211864005442, 1.5005310088345825]"
26,[11],[1.6153263201186572]
27,"[6, 10]","[0.0860972244183974, 0.7094659442428375]"
28,"[11, 6, 8]","[1.0345305191945577, 3.426432196817398, 0.05003840862906683]"
29,"[7, 8]","[1.3436312315093963, 0.8009090851103491]"
30,[8],[1.45964753095198]
31,"[8, 6]","[2.753346040429266, 0.02305611763070281]"
32,"[9, 6, 10, 11]","[1.2785630150385054, 0.8254386470976679, 1.231311473676969, 1.542258994117991]"
33,[11],[0.20136212988291824]
34,[7],[2.081590209005795]
35,[11],[1.036389123049327]
36,"[10, 11]","[1.3860535997036494, 0.9508886133878147]"
37,"[6, 8]","[2.9097340547160355, 1.7882592834234352]"
38,[9],[1.7311340118438445]
39,"[6, 8, 7, 9]","[1.0387986900021218, 1.2530090215462728, 0.42163523521535295, 1.252525994278227]"
