task_Number,endpoints_location,bandwidth_demand
0,"[10, 8]","[1.1546018326465153, 0.44625781494781125]"
1,[11],[0.43182053128983]
2,"[9, 6]","[2.1565077069284766, 1.3815172000714266]"
3,[6],[1.8215410735618858]
4,"[6, 11, 8]","[1.4513830846625706, 2.5615641139132457, 0.17151127648118436]"
5,[6],[0.9342369322967898]
6,"[6, 11, 8, 10]","[0.5280653831392204, 1.9330978832637045, 2.1034997679658334, 2.3429119634419915]"
7,"[7, 6]","[0.946652209448222, 1.203454149769238]"
8,[9],[0.13710894103723004]
9,"[11, 7, 6]","[0.4557067187174598, 1.6359858582556106, 0.7066630681762998]"
10,"[9, 8]","[1.01792434776297, 0.83733772046602]"
11,"[10, 6, 7]","[1.1879623632399858, 2.2912631597181905, 2.151945558262999]"
12,"[6, 7, 11]","[0.027679016362593845, 2.1246255732499213, 0.5748514859289574]"
13,"[11, 8]","[2.9290530854774355, 1.0645175935034217]"
14,"[10, 8]","[2.262521778291685, 1.1673528119486822]"
15,[8],[2.0736584768741277]
16,"[8, 10, 11, 6]","[1.0147930992499716, 1.0784247839791807, 0.676063420253151, 1.3424097967299797]"
17,"[8, 11, 10]","[2.942659705688392, 1.1960113743310528, 1.270748827266261]"
18,[10],[1.9790449318946337]
19,"[11, 7, 8]","[0.1306153644172725, 2.421470263789103, 3.0422573121745717]"
20,[9],[1.70363954372587]
21,[11],[2.7586068923964326]
22,[6],[0.9000677387485578]
23,"[9, 7]","[2.6384424337922656, 1.492916048090014]"
24,"[7, 8, 11, 10]","[1.1651683367841317, 2.816687390432148, 0.47746053351177165, 1.527744397928711]"
25,"[6, 9, 10]","[1.5575865411511, 0.9423798856118085, 1.2284152959710641]"
26,"[6, 8]","[0.9398177754156666, 3.226444232733356]"
27,"[7, 6, 11]","[1.4435028695319807, 2.4557380981314534, 0.03695999699689145]"
28,"[8, 7]","[1.28439784645637, 0.13874201289966692]"
29,[7],[2.242343336222301]
30,"[8, 11, 9]","[0.8707968495089797, 2.623966991457285, 0.8429813662008309]"
31,"[9, 10, 6]","[2.5746304705643204, 1.5746686748038674, 2.820019543180155]"
32,"[6, 11, 10]","[0.7445813769747991, 1.246117249354593, 0.9154337113643073]"
33,"[6, 9, 11]","[1.4588173155751618, 1.1949897785742376, 0.5886966804915654]"
34,"[8, 7, 6]","[0.32878933767252294, 0.7800833364388845, 1.47651808353419]"
35,"[8, 7, 9]","[0.7118576548323772, 1.8294720390778134, 0.5021065007849619]"
36,"[9, 7, 11]","[2.591372982718319, 2.2634642331003123, 2.195723034140969]"
37,"[9, 11, 7, 10]","[1.1007038319343851, 2.0400770151550542, 2.0557907525359083, 1.320776594650733]"
38,"[11, 6, 8]","[0.9829918658409194, 0.31451465858990835, 0.6277279077476131]"
39,"[8, 6, 7]","[1.1436801065721, 0.859592737524287, 1.3741504954026258]"
