,valuation coefficient
0,10.72490884541571
1,20.69387766958063
2,19.88603587116472
3,12.286004283406356
4,191.57555616226563
5,16.289397761286793
6,18.27328196409424
7,13.900172730825794
8,21.891585534098432
9,27.474337479577393
10,8.702470269633512
11,18.27864413799307
12,21.864580720716695
13,19.32313748455006
14,9.531634232282245
15,21.148980905051182
16,9.68989759025923
17,28.37001682244472
18,28.724120687187796
19,24.85988961761
20,16.243825038861978
21,21.886511075596367
22,191.40506269849212
23,20.704943526465335
24,21.85451399281698
25,18.29624373492044
26,14.047452247006484
27,28.838277427457417
28,17.72947237641938
29,22.48363186684525
30,29.563543870747097
31,26.04258771735009
32,9.183957648307524
33,8.276787667294457
34,27.700006226739273
35,197.4123271278409
36,21.480961803819902
37,26.708557801701065
38,186.2010649918041
39,13.721553042229559
