data_link, bandwidth_capacity
"(1, 2)",5.2767835300089585
"(3, 2)",5.2767835300089585
"(8, 2)",5.2767835300089585
"(4, 10)",5.2767835300089585
"(7, 1)",5.2767835300089585
"(3, 0)",5.2767835300089585
"(2, 8)",5.2767835300089585
"(9, 3)",5.2767835300089585
"(6, 0)",5.2767835300089585
"(2, 1)",5.2767835300089585
"(3, 9)",5.2767835300089585
"(0, 5)",5.2767835300089585
"(1, 4)",5.2767835300089585
"(5, 4)",5.2767835300089585
"(3, 4)",5.2767835300089585
"(2, 5)",5.2767835300089585
"(1, 0)",5.2767835300089585
"(10, 4)",5.2767835300089585
"(0, 1)",5.2767835300089585
"(0, 3)",5.2767835300089585
"(11, 5)",5.2767835300089585
"(4, 1)",5.2767835300089585
"(4, 3)",5.2767835300089585
"(5, 11)",5.2767835300089585
"(0, 6)",5.2767835300089585
"(5, 0)",5.2767835300089585
"(1, 7)",5.2767835300089585
"(4, 5)",5.2767835300089585
"(2, 3)",5.2767835300089585
"(5, 2)",5.2767835300089585
