,valuation coefficient
0,29.23751023548103
1,21.90450562069241
2,19.963048573300856
3,26.921631491725186
4,18.53449584398974
5,12.076740370727652
6,24.186479457518733
7,14.015694030552828
8,22.107183291923867
9,17.395865119557826
10,193.3254652124689
11,18.140500666310363
12,10.303565036179602
13,21.68989268187653
14,197.6135808893424
15,13.211725390655479
16,23.23862602402761
17,16.778544877711067
18,10.264458506342695
19,14.067736356793734
20,8.706239037806066
21,21.755831334432006
22,11.353288870145128
23,13.899406693554312
24,17.816258110660556
25,26.601836659119428
26,21.605571232029472
27,25.946203707230527
28,11.025485550604003
29,18.550218089663616
30,23.628942750358704
31,186.30107216138265
32,9.349720505780878
33,8.536579990317602
34,29.66590301845025
35,15.340883908548026
36,12.816273039811886
37,16.172284754806533
38,8.157163825083062
39,193.96959170628375
