data_link, bandwidth_capacity
"(1, 2)",5.482089142002564
"(3, 2)",5.482089142002564
"(8, 2)",5.482089142002564
"(4, 10)",5.482089142002564
"(7, 1)",5.482089142002564
"(3, 0)",5.482089142002564
"(2, 8)",5.482089142002564
"(9, 3)",5.482089142002564
"(6, 0)",5.482089142002564
"(2, 1)",5.482089142002564
"(3, 9)",5.482089142002564
"(0, 5)",5.482089142002564
"(1, 4)",5.482089142002564
"(5, 4)",5.482089142002564
"(3, 4)",5.482089142002564
"(2, 5)",5.482089142002564
"(1, 0)",5.482089142002564
"(10, 4)",5.482089142002564
"(0, 1)",5.482089142002564
"(0, 3)",5.482089142002564
"(11, 5)",5.482089142002564
"(4, 1)",5.482089142002564
"(4, 3)",5.482089142002564
"(5, 11)",5.482089142002564
"(0, 6)",5.482089142002564
"(5, 0)",5.482089142002564
"(1, 7)",5.482089142002564
"(4, 5)",5.482089142002564
"(2, 3)",5.482089142002564
"(5, 2)",5.482089142002564
