,valuation coefficient
0,188.13026829424703
1,8.674095510663784
2,21.151102372676778
3,22.171197620089202
4,27.44852768647189
5,21.306668906490195
6,16.541894250247342
7,25.899618615494898
8,11.363745756487708
9,24.731943804689806
10,28.388861264524227
11,12.797992000595155
12,10.043086238350863
13,15.035055687621256
14,15.334098354172449
15,8.979619374369255
16,29.351556085925367
17,14.393506091354812
18,14.198428671158418
19,23.718193569568093
20,28.60498491459988
21,29.218901118497207
22,16.40085889842388
23,17.811322989902976
24,21.785466220988333
25,25.20861401431858
26,11.776715903514784
27,26.832634496558793
28,27.731007263425507
29,17.764999990400863
30,16.745275705586856
31,16.853560640452077
32,29.728752696917105
33,29.566293859638346
34,197.7330347365961
35,22.23530374223873
36,15.067844882214473
37,14.04166144909825
38,194.19164644639793
39,180.3079209950318
