,valuation coefficient
0,24.16268985989904
1,14.045024121970021
2,17.210595464000498
3,19.28855554275083
4,10.011120912364305
5,14.69268548295846
6,17.85096552804565
7,17.1113651250407
8,13.01681105627366
9,13.123422317844351
10,14.875984704186479
11,11.869876597971064
12,19.298558111785535
13,26.950639123093577
14,24.91379902222711
15,17.14781022929146
16,19.218424495665918
17,27.306062976051912
18,15.684622683641692
19,18.651253416269665
20,29.46728414195092
21,9.59652337157319
22,13.790101458934915
23,20.404069563548788
24,14.46320696479394
25,17.65747978078705
26,10.709955734169013
27,29.029955268912726
28,192.83754648513838
29,187.00857730909968
30,13.784617830317508
31,18.313612334115433
32,189.0177566202364
33,15.680385707716685
34,21.981008327896134
35,188.24881427538378
36,24.940974069956656
37,29.866108402673802
38,26.960533251235894
39,12.228110486544804
