task_Number,endpoints_location,bandwidth_demand
0,"[8, 7, 9]","[2.6278233626757084, 0.730931632606552, 0.34308734285429965]"
1,"[11, 6, 8, 9]","[1.1312097388677835, 2.333285204629938, 0.6734278279783166, 1.3430612650346527]"
2,"[6, 7, 9, 11]","[0.7753749957029834, 0.5829539958060512, 0.5381600293618878, 1.148793868799695]"
3,"[9, 7, 10]","[0.24169365523714248, 1.9950527127450424, 1.5976306582491704]"
4,"[6, 10, 11, 7]","[2.00099430548582, 0.8664695132503437, 2.0762104060411612, 1.4196724756970012]"
5,[7],[0.8170151365206283]
6,"[8, 9, 6]","[1.3043199646912405, 1.4697361618630245, 2.483368997578415]"
7,"[9, 7, 8, 6]","[0.5277572958595291, 2.142413206236917, 1.1818909509300102, 0.7631835041216215]"
8,[8],[0.7837206796848941]
9,"[9, 11, 6]","[1.3595863789333995, 0.6126095483555669, 0.4378366624105495]"
10,"[10, 11, 7]","[0.6151239631956805, 0.4380639707302145, 1.3735984571295918]"
11,[9],[1.0061353635747279]
12,"[9, 6]","[0.7490487368769612, 1.9007970732212804]"
13,[7],[0.46574882465067846]
14,"[7, 9]","[0.07429442921126106, 0.3733367589015958]"
15,"[11, 10]","[2.3872440559012524, 0.20668292941882793]"
16,"[7, 8, 9]","[2.6466826039323834, 2.018094458872288, 1.5958546399721132]"
17,"[7, 10, 8, 11]","[1.0547600704212243, 1.1078206685453724, 0.23051444610390082, 1.3402179439773256]"
18,"[11, 8, 10]","[2.6988251317796905, 1.1682492636804844, 0.7762182831906259]"
19,"[6, 7, 9, 10]","[1.2035442467060566, 0.39463999274500083, 0.5718028450827334, 2.3422362366378016]"
20,"[7, 9]","[1.8363526576609819, 0.40931562410633426]"
21,"[9, 6]","[0.6515947998214594, 0.3431420977291848]"
22,"[10, 8, 6]","[2.3094033525846145, 0.801930734142482, 0.9162125899409379]"
23,"[11, 9, 8, 7]","[1.1343674248208222, 1.9042460028470214, 0.7938680454831812, 2.538264716007026]"
24,[7],[0.9311103664713246]
25,[10],[1.0738840822334135]
26,"[8, 10, 9, 7]","[0.6555038051776847, 1.6263198791485372, 0.8274164337828709, 1.3828505329393055]"
27,"[10, 8, 6]","[1.19049341463417, 0.4268885259395072, 1.465053146520559]"
28,[8],[0.6414550902752902]
29,"[6, 8]","[1.695067509255313, 1.5283955783702736]"
30,"[7, 8, 11, 10]","[0.51304737995165, 1.8923336097874959, 1.874797908863389, 1.5349768653263731]"
31,"[10, 11, 8]","[0.33662924764080815, 0.7645270060417706, 0.6554833249706]"
32,[7],[1.8162648822699725]
33,"[9, 8, 6, 10]","[0.6303530507494504, 1.2573261885550826, 0.3941065048413531, 0.765136619557491]"
34,"[11, 10]","[1.4323975308759915, 1.8290014385854838]"
35,"[6, 8, 11]","[1.1143732692866846, 0.387311478487955, 2.9079762783908514]"
36,"[11, 6, 9]","[1.5793985519957687, 2.3207942456259394, 1.716679320127894]"
37,"[6, 8, 10, 11]","[0.6026468619060971, 1.5675818876365373, 0.35055148488352483, 0.7555445918762203]"
38,"[6, 8, 7]","[1.0528728142224675, 0.6558407622786986, 2.1808045198781807]"
39,"[7, 9, 10, 6]","[1.7009412612720878, 1.0880896387956154, 0.233514579499274, 0.9888391234779171]"
