task_Number,endpoints_location,bandwidth_demand
0,"[9, 7, 6, 11]","[2.044207377124721, 1.1817390057379318, 0.22395580622801847, 1.822423921145838]"
1,[6],[1.2971412102800128]
2,"[9, 10, 8]","[2.1641875606586463, 1.2426601585671602, 2.3799200970497907]"
3,"[6, 7, 8]","[0.6611963546530374, 1.756423538338339, 1.0044407282193153]"
4,"[8, 7, 6, 10]","[0.18723138513889137, 1.249606781872469, 1.1526649883144326, 1.2726848624990286]"
5,"[7, 6]","[1.5891616880757082, 1.0094604480450962]"
6,"[11, 8, 10]","[0.5489570905880612, 1.6135326281126559, 0.7898434370406033]"
7,"[7, 11, 8, 10]","[1.158849029076148, 2.10748795265436, 0.1984747400004241, 0.38065189822964407]"
8,"[11, 8]","[2.001537990880731, 0.7938000317682102]"
9,"[6, 10, 8]","[1.5518056540134058, 0.8842762931262915, 0.7456113381966306]"
10,"[11, 9, 7, 6]","[1.6445470785147158, 1.1662939244454797, 1.7632568592861642, 1.5510675584567437]"
11,"[7, 9]","[0.670433461100492, 0.8288850050848637]"
12,"[8, 6, 11, 10]","[0.747516137530694, 1.2933297552754202, 1.6593788673137175, 1.0167479359666154]"
13,[8],[1.0679721933773016]
14,"[10, 8]","[2.0742815362149933, 0.8152142828550275]"
15,"[10, 7, 9]","[0.7843386674864489, 0.5492790725682295, 2.007733571524039]"
16,"[9, 10, 8, 7]","[0.6097281684618081, 1.9899406359168688, 1.1069416204380245, 0.6550499645884125]"
17,[9],[2.03290716082436]
18,"[7, 11, 8, 10]","[0.3028002340654584, 2.555898668395734, 0.7343171991115867, 2.20349003634756]"
19,"[6, 11, 10, 7]","[0.8099981655213407, 2.7454445064179227, 2.9687193886609666, 2.672906428529285]"
20,"[11, 8, 9, 10]","[0.19205518846012914, 0.9436903247353394, 1.0034924340023226, 1.5929583606560205]"
21,"[8, 7, 10, 6]","[0.5674952741457839, 0.7917282664294476, 3.1316028705009797, 1.3888317152255119]"
22,[9],[1.5018102535036364]
23,"[7, 9]","[1.8519276259670268, 2.494557001003378]"
24,"[8, 7]","[1.110509986699015, 1.4364114792529286]"
25,[8],[2.4812176611945924]
26,"[9, 10, 8, 11]","[1.4079169707024792, 0.9498049126657506, 1.6980023830589908, 0.6405559295983498]"
27,"[10, 7, 8]","[2.929501458243789, 2.855856251358184, 2.177037696676944]"
28,"[6, 11]","[1.4752973837193863, 0.9304536804423178]"
29,"[11, 7, 8]","[0.20658790744854594, 0.6500234649127327, 1.4274724202517437]"
30,"[10, 11, 7, 6]","[1.6164988240230045, 0.5851065630832455, 0.3892667150210247, 0.45269486842310624]"
31,[8],[1.661985110038656]
32,"[7, 8, 9]","[0.2684258684492331, 0.6648552043682627, 0.16804405041205128]"
33,[6],[0.3384740470677883]
34,"[6, 8, 11]","[1.602145828024934, 1.359979332400736, 0.9930616595421914]"
35,"[8, 11, 6, 7]","[1.2822066625101751, 1.5335672931819713, 1.5746125677084446, 0.9470179059545041]"
36,[8],[0.9386341914171138]
37,[8],[0.971796055696186]
38,"[7, 9, 6, 11]","[0.5263532996634717, 2.109824862347586, 2.80278476256379, 0.3183423173960158]"
39,[10],[0.36866111659882395]
