data_link, bandwidth_capacity
"(1, 2)",5.778741309413859
"(3, 2)",5.778741309413859
"(8, 2)",5.778741309413859
"(4, 10)",5.778741309413859
"(7, 1)",5.778741309413859
"(3, 0)",5.778741309413859
"(2, 8)",5.778741309413859
"(9, 3)",5.778741309413859
"(6, 0)",5.778741309413859
"(2, 1)",5.778741309413859
"(3, 9)",5.778741309413859
"(0, 5)",5.778741309413859
"(1, 4)",5.778741309413859
"(5, 4)",5.778741309413859
"(3, 4)",5.778741309413859
"(2, 5)",5.778741309413859
"(1, 0)",5.778741309413859
"(10, 4)",5.778741309413859
"(0, 1)",5.778741309413859
"(0, 3)",5.778741309413859
"(11, 5)",5.778741309413859
"(4, 1)",5.778741309413859
"(4, 3)",5.778741309413859
"(5, 11)",5.778741309413859
"(0, 6)",5.778741309413859
"(5, 0)",5.778741309413859
"(1, 7)",5.778741309413859
"(4, 5)",5.778741309413859
"(2, 3)",5.778741309413859
"(5, 2)",5.778741309413859
