task_Number,endpoints_location,bandwidth_demand
0,"[9, 11, 10, 6]","[1.0253475099115463, 0.31263999073385107, 0.5278385830063724, 1.135137316107019]"
1,"[6, 10, 7]","[0.5309102465652196, 0.3981469771167647, 0.7662272226248573]"
2,"[11, 8, 9]","[0.191512103936178, 0.5683577209915769, 1.432636877278174]"
3,"[10, 6, 7, 9]","[1.3827793124229744, 1.4854826816979614, 1.447999748640848, 0.12342300134291662]"
4,[8],[0.5025127812005635]
5,"[10, 11, 8]","[0.8152746030231561, 3.532176226194672, 1.019867204216488]"
6,[9],[1.1430766995565143]
7,"[11, 7, 9, 10]","[0.8954339153217007, 0.6096909971373925, 1.3272322682513047, 0.6865160201231275]"
8,"[10, 7, 6]","[1.9471722702976686, 1.6534899458909236, 1.5328171932980512]"
9,"[7, 11, 6]","[1.420744677324048, 2.3513748825880953, 1.36683446431045]"
10,"[9, 11, 8, 6]","[1.2572431743113954, 0.5123772148140358, 2.3951333709971863, 2.347288700713424]"
11,"[11, 7, 10, 6]","[1.204431558196875, 1.293655499584879, 0.7229864264352138, 0.8610605670775073]"
12,"[9, 8]","[2.7054478713707377, 1.3247276321548442]"
13,"[9, 8]","[1.7025228417561604, 1.1099245935643094]"
14,"[7, 11, 9]","[0.05771571124110586, 0.07121260894346704, 2.5331858033377355]"
15,"[8, 7, 9, 11]","[0.5364828784325795, 2.3012361563684705, 0.9253643882919156, 2.219131889300197]"
16,"[6, 10]","[1.1110775313541346, 0.41762143643969896]"
17,[11],[0.7258339140735737]
18,"[9, 8, 11]","[1.3072169639720377, 0.996871575357877, 2.10440163936126]"
19,"[8, 6]","[0.07305150607922672, 1.0208574008172553]"
20,"[6, 8, 11]","[1.2935230478387707, 2.1852943112350127, 2.2737551646673335]"
21,"[8, 11]","[0.7723383046257511, 2.11661583571815]"
22,"[7, 11, 8, 9]","[0.9018130949362781, 0.7393588887196527, 1.0994801851107625, 2.0128052380251424]"
23,"[7, 6, 11]","[1.4257749756904787, 3.114736939917883, 1.609551641612987]"
24,"[10, 7, 6]","[2.5873501651284685, 0.1078333928209203, 0.22902733654458018]"
25,[6],[1.3122897422001492]
26,"[9, 10, 6, 11]","[1.697848291551451, 3.381175187279354, 1.4094082011246192, 2.861970307464558]"
27,"[10, 8, 9, 7]","[0.7249665704197961, 1.5853173990217522, 2.167546497004987, 0.542249121351726]"
28,"[8, 7, 10, 9]","[1.397765956031587, 1.9509706652512382, 0.4557980597924709, 0.4064120576557645]"
29,[7],[0.17628862539871093]
30,"[8, 7, 9, 6]","[0.795491822447058, 0.42007487690207224, 0.24733067846226586, 2.4809472881164476]"
31,[8],[0.024747617676505795]
32,"[9, 7]","[1.8516653499203193, 0.3180407509663098]"
33,"[9, 8, 11]","[0.9963933421350567, 3.114367227421367, 1.11322251052941]"
34,"[10, 6, 9, 11]","[1.429278294540205, 0.5408358917743403, 1.1931254925077013, 1.7995929946314049]"
35,[10],[2.821748255019937]
36,"[11, 10, 9]","[0.660067136118128, 0.385245248209814, 0.6981160905266168]"
37,"[9, 6]","[0.4351848124717721, 0.630217273506423]"
38,"[6, 8, 10]","[0.5148899985904261, 1.2694047362937921, 1.167571647672068]"
39,"[7, 11]","[1.8436490097979004, 0.4511734389913601]"
