,valuation coefficient
0,23.56449942486774
1,17.298741773342435
2,21.939960009569326
3,8.298356628530156
4,14.822806106108946
5,9.794724544328487
6,185.1614502002228
7,12.361978733769096
8,13.964674625343225
9,15.14650919568874
10,8.374223962943663
11,27.287471307852858
12,183.6438403711048
13,16.185767548495743
14,28.118447850344765
15,22.485722069811082
16,188.99794850493032
17,18.374191666800737
18,25.703011030213805
19,191.58510762622478
20,24.04362197463573
21,19.414945908872546
22,14.488727247307155
23,15.673781380148114
24,20.08175232003358
25,21.892311257874095
26,23.457597943999936
27,12.417011646226289
28,26.734154690406708
29,22.87978936121073
30,10.360680757928149
31,16.42389706252832
32,25.40826555083079
33,27.51298931420962
34,8.461262453978788
35,24.021063617487624
36,19.453162139572658
37,15.325932955659319
38,19.292758080995007
39,11.534785528881258
