data_link, bandwidth_capacity
"(1, 2)",6.061666865248309
"(3, 2)",6.061666865248309
"(8, 2)",6.061666865248309
"(4, 10)",6.061666865248309
"(7, 1)",6.061666865248309
"(3, 0)",6.061666865248309
"(2, 8)",6.061666865248309
"(9, 3)",6.061666865248309
"(6, 0)",6.061666865248309
"(2, 1)",6.061666865248309
"(3, 9)",6.061666865248309
"(0, 5)",6.061666865248309
"(1, 4)",6.061666865248309
"(5, 4)",6.061666865248309
"(3, 4)",6.061666865248309
"(2, 5)",6.061666865248309
"(1, 0)",6.061666865248309
"(10, 4)",6.061666865248309
"(0, 1)",6.061666865248309
"(0, 3)",6.061666865248309
"(11, 5)",6.061666865248309
"(4, 1)",6.061666865248309
"(4, 3)",6.061666865248309
"(5, 11)",6.061666865248309
"(0, 6)",6.061666865248309
"(5, 0)",6.061666865248309
"(1, 7)",6.061666865248309
"(4, 5)",6.061666865248309
"(2, 3)",6.061666865248309
"(5, 2)",6.061666865248309
