,valuation coefficient
0,25.60568372491691
1,20.620134893891045
2,18.93562357215928
3,197.63304471497096
4,12.858434131352162
5,183.53424323168852
6,10.432829251515543
7,19.11905594994576
8,8.672968630275024
9,17.51256009978664
10,180.84858383765092
11,18.46185732026297
12,16.396576785548852
13,28.37554831234824
14,20.52109170522398
15,27.055965375690462
16,12.019099312935685
17,10.767190416167926
18,10.238385841194406
19,15.122512809635223
20,21.71446371450845
21,23.198921120599167
22,27.87251531075834
23,190.68203400146675
24,12.458279129649924
25,25.035423091453662
26,28.63408861942128
27,11.526092358436838
28,10.166309847271188
29,16.7297337292503
30,14.613459244884059
31,8.787269499202214
32,10.9744825640507
33,21.727110210042312
34,8.610374555693927
35,11.595299476016939
36,16.10487106070427
37,26.812199712293836
38,16.242523542659132
39,22.004395200060795
