,valuation coefficient
0,8.668490016019918
1,14.102042836492169
2,8.025433141791593
3,18.03924697794315
4,26.201366894887585
5,11.120482047010281
6,10.290614135779329
7,194.4334795626896
8,27.330474805766226
9,12.53933275864031
10,15.87165071018348
11,22.799909300468954
12,15.707482643762727
13,23.09347812122586
14,18.370092097761756
15,19.16243938466043
16,20.559358693210118
17,23.18242870980689
18,21.657990964138378
19,12.988796078978021
20,18.70930898800018
21,16.627452258737403
22,187.54591648847304
23,15.16986153484607
24,14.55112010849932
25,29.997867918775793
26,25.075735357303095
27,9.927676825167245
28,14.524162702238508
29,21.888938556705046
30,8.280044556693298
31,194.2586117215777
32,28.6685251715706
33,20.35178171884829
34,22.3856731707701
35,20.621214231147736
36,196.78228024514914
37,24.64371220472554
38,17.06558214627772
39,18.008735414940013
