task_Number,endpoints_location,bandwidth_demand
0,"[7, 9, 11]","[0.7707784056470341, 2.109621053044825, 0.8800625750604177]"
1,"[10, 11, 7]","[0.8839159816414588, 2.169014615043663, 1.5156139534847157]"
2,[6],[2.191888715886596]
3,[6],[1.682904463226795]
4,"[8, 10, 9, 6]","[2.550265023574215, 1.7654194467964142, 1.346308781903566, 0.8705112336428675]"
5,"[7, 11]","[2.7903557943855244, 0.11551464782688192]"
6,"[7, 6, 9, 8]","[1.6826342099530873, 0.14382968147499897, 1.753278183728996, 0.0824677603492392]"
7,"[9, 10]","[0.9440491061092432, 0.9301215385458306]"
8,"[9, 6, 8]","[2.1701838436505607, 2.749504594274949, 0.8829871839300337]"
9,"[10, 9, 6]","[0.8579905493158887, 0.8763398695911706, 0.629627866881344]"
10,"[11, 8]","[2.447951188291062, 0.06001040924337386]"
11,"[6, 7, 11, 9]","[1.3763954802564728, 2.0806537983277815, 0.9125131385459395, 1.3931651113899162]"
12,"[6, 9]","[1.092407965377794, 1.4807964879118527]"
13,[7],[3.2202717084392813]
14,"[10, 8, 9]","[0.8944584333106882, 1.704740791074011, 0.11361276211115112]"
15,"[9, 7, 10]","[2.166071457733797, 0.3384411647155111, 0.17635898218901702]"
16,"[11, 6, 9, 10]","[1.4198592892219581, 2.5577047221063998, 2.3915129037938936, 0.2509812915831]"
17,"[6, 7, 10]","[2.529847432801936, 0.6204303118575496, 3.90926385258021]"
18,[11],[1.2404479892212377]
19,"[11, 10]","[2.84067652530837, 2.3943266718792238]"
20,"[11, 6, 10]","[1.0967123894739537, 0.39011978093766786, 1.1704598133359172]"
21,"[10, 9, 11, 6]","[2.4490996359222024, 1.0352152718630112, 2.016328282936636, 0.5987251885396493]"
22,[8],[1.5148611892532862]
23,"[7, 10]","[2.5846494233900628, 2.109357902532177]"
24,[9],[0.24846610107402856]
25,"[8, 11, 9]","[0.8494387711509005, 0.8568308539343494, 0.20089303510203205]"
26,"[10, 9, 8, 7]","[0.6327176119499751, 0.41505307587747053, 0.3405664309862053, 1.3522746038382976]"
27,"[9, 8, 6, 11]","[0.12098829602885308, 2.0496722342377014, 0.9015409925100225, 1.7159793784549056]"
28,"[7, 9]","[1.2363967738600206, 0.6912683510693853]"
29,"[6, 9, 11, 8]","[1.040776922583875, 0.5874379003345537, 1.0456006097380095, 1.1361343973985292]"
30,"[10, 11, 7]","[0.786634363685833, 1.4716255737169988, 1.6509015875384687]"
31,"[10, 11, 8, 9]","[1.6377691897579654, 0.7158324215942394, 2.581726895540773, 0.8501125919877184]"
32,"[10, 6]","[2.4922682907290445, 1.617007536844242]"
33,"[7, 11, 8]","[2.0695948482889506, 0.5117916831440081, 0.5656676037817316]"
34,[8],[1.618269266042947]
35,[8],[0.3496893177052386]
36,"[10, 8, 7]","[1.4224012410715063, 1.596550615692887, 0.19941176905302338]"
37,"[6, 7, 11]","[0.5252343132642892, 0.9664928120848327, 1.340744228701995]"
38,[7],[0.15008407922612443]
39,"[9, 8]","[0.8605364503845216, 1.4969681502678707]"
