task_Number,endpoints_location,bandwidth_demand
0,[7],[1.5938610287220087]
1,"[11, 9, 6, 7]","[0.9482624428283496, 2.19472968790575, 1.1658803659896113, 2.197154138558554]"
2,"[11, 10, 8]","[1.4612592837318121, 0.9941840036939849, 2.2055021850388323]"
3,"[11, 8, 6, 9]","[0.7682991737967524, 0.859343914518062, 2.1438280418949534, 0.8231173104456357]"
4,"[6, 10, 8]","[0.9028184837235183, 1.8893004379415368, 1.4366147676869279]"
5,"[9, 8, 11, 7]","[0.3601959178348968, 0.888854509131327, 0.4390881075242291, 0.14824525433688074]"
6,[11],[2.7010775385460324]
7,"[6, 11, 7]","[1.3934844749970212, 0.5061544593176718, 1.9759354421328372]"
8,[11],[0.8121282531137541]
9,[8],[1.6557346918886249]
10,"[7, 9, 6]","[3.1014204606689666, 0.8654379686582963, 2.243061027685826]"
11,"[7, 11, 8, 6]","[1.0655151205637348, 2.739754223239076, 0.6493566439720773, 1.7249401659700774]"
12,"[9, 8, 10]","[1.06961235620376, 1.6309639546945909, 2.000606251363686]"
13,"[8, 11, 6, 9]","[0.4465649214758638, 0.6649845076340759, 2.0265362917295513, 0.7510495638719713]"
14,"[6, 10, 9]","[1.5288191058415819, 1.7395469315028775, 1.6570864593717922]"
15,"[10, 11, 7]","[0.8467379798403463, 0.8864663836292862, 1.4417037894246156]"
16,[10],[1.4018289159401425]
17,[8],[1.3015531840367036]
18,"[10, 7]","[0.4264960652680455, 0.9435335559772977]"
19,"[6, 9]","[0.35597095501707954, 1.6426029454418245]"
20,"[7, 9, 8]","[1.0220034164843335, 1.6083247852132017, 0.3324151363140063]"
21,"[9, 7, 6, 10]","[1.8469089752284207, 0.42786231955301435, 0.7533748581100124, 1.0475516992841223]"
22,"[8, 11, 10]","[1.5189184666937492, 0.6944416771955157, 1.0521599193295261]"
23,"[9, 10, 8]","[1.7003455404110501, 1.8106058686014541, 1.0659667234765033]"
24,"[8, 6, 11]","[1.4363026170927777, 1.52316616118709, 0.9366321935259547]"
25,"[8, 10]","[1.2943726616705495, 1.0341769320944398]"
26,"[8, 10, 6, 11]","[1.4949608838863633, 0.16186913780757983, 0.12317135864799456, 2.466574015501708]"
27,[10],[0.891324825683513]
28,"[7, 6]","[0.34322532315282417, 1.3833888312798817]"
29,[11],[0.6186211093968614]
30,"[9, 8, 10, 6]","[1.456741656459771, 1.4296396044457638, 1.4768956800987587, 0.5044984049295747]"
31,"[9, 8, 10]","[1.185352817604279, 0.8355705459377679, 1.5950224945712788]"
32,"[6, 7, 8, 9]","[1.5474630434539627, 1.833554263658503, 1.5792374709765422, 0.14339728044256494]"
33,"[10, 11]","[1.3325288823476655, 2.1659257406741204]"
34,"[8, 11, 9]","[0.09438000333317353, 1.7834218752042195, 0.8681790341994913]"
35,"[9, 6, 7, 11]","[1.565591684012444, 0.3375186293595125, 0.7934622697527363, 1.1576881874356415]"
36,[8],[0.11043831406710714]
37,[9],[0.7518116220134817]
38,[7],[1.522576432958866]
39,[8],[2.2650883768491017]
