task_Number,endpoints_location,bandwidth_demand
0,"[7, 6]","[0.27420342220097693, 0.7167955994851369]"
1,"[6, 7, 10, 8]","[0.6400963434354152, 0.23664278470461453, 0.9484593664697901, 1.770240444586712]"
2,"[7, 9, 6]","[1.0450166521641333, 0.18691700454201587, 1.5653952461283962]"
3,"[9, 11, 10]","[2.4826598458215847, 1.5445915443649978, 0.5752891098263624]"
4,"[9, 11, 7]","[0.33143188947715974, 0.5388804961794977, 1.4119388111016653]"
5,"[9, 6, 11]","[1.325191801947279, 0.8018461440092035, 2.196316676425181]"
6,"[7, 6, 8]","[2.3413740703427024, 3.531356843422723, 1.4050411730492642]"
7,"[10, 9, 11, 7]","[0.16767456640047373, 0.2176296292977652, 1.3004388528179294, 2.023538642529799]"
8,"[11, 6, 8]","[0.834698689418031, 0.5830531712226104, 1.9698335220702496]"
9,"[6, 11, 9]","[0.6815451518879425, 1.1581260984927404, 1.3608601087403271]"
10,"[10, 9]","[1.3366016994933863, 1.5525222517555264]"
11,"[6, 11, 8]","[1.084581823248106, 0.7548455474708577, 0.37423960892825303]"
12,"[7, 6, 9, 8]","[0.05597353796797411, 1.7345735390650363, 3.6429429245421874, 1.611757991909296]"
13,[10],[3.14405864158198]
14,"[7, 10]","[1.9761035267318021, 0.977781792298329]"
15,"[7, 10, 6]","[1.0248250431507142, 2.6381103009358826, 1.8196828952627495]"
16,"[10, 6, 9, 8]","[2.513228046464776, 1.7989105974425001, 1.0295556782017186, 0.9259569367320911]"
17,"[7, 11, 9]","[2.241418849828487, 2.670377478807068, 0.17509770511557288]"
18,"[11, 10]","[1.1753132693465687, 3.0200736814243516]"
19,"[9, 8, 10]","[1.5915138370470698, 0.6873879248960613, 0.22563286318020292]"
20,"[9, 7, 10]","[1.3098799499911495, 1.0176481056666553, 2.346265088769358]"
21,"[10, 6, 8]","[0.001452272114376263, 1.3963264449423394, 1.596873732717175]"
22,"[11, 8, 9, 10]","[2.1334092101856625, 1.4555080102327833, 0.27382513562853517, 0.4908292300372553]"
23,"[10, 7, 8, 6]","[1.712676530947407, 1.172250156834158, 1.4165222087036518, 1.5489780244835785]"
24,[8],[2.2978431328518956]
25,"[10, 8]","[2.0384486403108815, 0.9501942533548933]"
26,[10],[0.0043618334395912894]
27,[11],[0.9868009262758648]
28,"[6, 10, 7]","[2.9591671646408577, 0.5056401628289352, 1.1881549047800704]"
29,"[8, 7, 6]","[2.09585234641803, 1.8181206901020128, 0.3809443938603514]"
30,"[8, 11]","[0.967305721924738, 1.9876459560601276]"
31,"[7, 8, 6, 11]","[0.669963384923155, 2.2954709392489647, 0.9769441660725294, 1.1406096421141663]"
32,[8],[2.486598371572173]
33,"[9, 8, 11, 6]","[1.3022463053585487, 0.2925088150456323, 0.5590621298359189, 0.9586190993132303]"
34,"[11, 9]","[0.07591342809894064, 0.14158155898715052]"
35,[6],[0.1927645691681923]
36,[7],[1.532926047839107]
37,"[11, 6, 7]","[0.00947971949039672, 1.072485133277272, 0.6272925055085992]"
38,"[7, 8, 6, 9]","[1.67419351163343, 1.0417657829681797, 2.4038205824205594, 1.7799298725710688]"
39,"[9, 8, 7]","[2.0830646851074315, 2.3528407016501385, 0.7312664616485954]"
