data_link, bandwidth_capacity
"(1, 2)",6.871264644205249
"(3, 2)",6.871264644205249
"(8, 2)",6.871264644205249
"(4, 10)",6.871264644205249
"(7, 1)",6.871264644205249
"(3, 0)",6.871264644205249
"(2, 8)",6.871264644205249
"(9, 3)",6.871264644205249
"(6, 0)",6.871264644205249
"(2, 1)",6.871264644205249
"(3, 9)",6.871264644205249
"(0, 5)",6.871264644205249
"(1, 4)",6.871264644205249
"(5, 4)",6.871264644205249
"(3, 4)",6.871264644205249
"(2, 5)",6.871264644205249
"(1, 0)",6.871264644205249
"(10, 4)",6.871264644205249
"(0, 1)",6.871264644205249
"(0, 3)",6.871264644205249
"(11, 5)",6.871264644205249
"(4, 1)",6.871264644205249
"(4, 3)",6.871264644205249
"(5, 11)",6.871264644205249
"(0, 6)",6.871264644205249
"(5, 0)",6.871264644205249
"(1, 7)",6.871264644205249
"(4, 5)",6.871264644205249
"(2, 3)",6.871264644205249
"(5, 2)",6.871264644205249
