task_Number,endpoints_location,bandwidth_demand
0,"[10, 6, 7]","[0.8058149069618108, 3.266673658651333, 1.0089065765729013]"
1,"[9, 11, 7, 8]","[2.24012070606687, 1.0054269961964324, 0.4341603013625137, 0.8910298497540723]"
2,[9],[0.8034986693660062]
3,"[8, 7, 11]","[0.8337018924024059, 1.3350148710718384, 0.09840095951419925]"
4,"[7, 8]","[1.3120046481429741, 0.6777888183039986]"
5,"[10, 11, 8, 7]","[2.2590228587552277, 0.4684328436977403, 1.6922314838724297, 2.129858057375328]"
6,"[6, 8, 9]","[0.6105633488879125, 1.0512868462193905, 0.5509056829210703]"
7,"[9, 10, 7]","[1.5880757881920422, 1.3880487405516126, 0.13237039377701187]"
8,"[7, 9, 11]","[2.9099541084268705, 1.4510366298164104, 0.7513865745760823]"
9,"[8, 10, 11, 7]","[2.2012725987168693, 1.7935590498738179, 1.0491828537304564, 1.2658074472316483]"
10,[6],[0.0656344303878158]
11,"[7, 10, 9]","[0.07793966013764886, 2.3540625369668824, 0.3935983702512058]"
12,"[6, 8, 10]","[1.257685385596456, 0.9898801745119983, 1.504733195056516]"
13,[8],[1.0415662257306675]
14,"[9, 8, 11, 10]","[1.6135436577823299, 0.6624747579586725, 0.9807835181156429, 0.9967600496444087]"
15,"[6, 11, 7, 9]","[2.307407254582335, 1.5310366176287293, 0.23954225648113692, 1.9598692114038467]"
16,"[8, 11]","[1.300141504027681, 0.5653053307353875]"
17,"[8, 10, 11]","[1.1883679498377007, 2.4500022156327392, 0.4003989650530515]"
18,"[11, 8]","[1.1387329837984368, 1.0194423346471775]"
19,"[9, 6, 10]","[2.2568923886721652, 0.752240113505241, 1.8648048240874664]"
20,"[9, 8]","[2.2317743191514694, 2.6907961475897526]"
21,[9],[0.49358288264849237]
22,"[6, 9, 7, 11]","[0.16563159771588443, 3.2055132512812885, 0.6852972285375399, 1.8444943198509471]"
23,"[8, 11, 6]","[2.3657335019511327, 0.3216957882870879, 0.6500968634312838]"
24,"[6, 8, 10, 11]","[1.6596261470372677, 0.25499439058541895, 0.046651939108401486, 0.43475077403957474]"
25,"[9, 10, 6, 7]","[2.101501307588747, 1.5447759539806194, 0.6221733637774414, 1.675258149184809]"
26,"[6, 9, 10]","[0.05713030567245825, 0.6591640876737838, 1.5582539011949823]"
27,"[9, 11]","[0.6512495821421915, 2.103986732285965]"
28,"[9, 6, 8]","[1.1710424671089803, 2.204437512546941, 2.172838280701634]"
29,"[10, 7]","[0.5430336003260243, 0.39768599609747635]"
30,"[8, 6, 9, 11]","[0.6638298849726048, 0.28656449764017544, 0.6381641722991088, 1.6080692185934415]"
31,"[6, 7, 10]","[2.225189159268319, 0.9280459606304099, 0.995034469355214]"
32,"[6, 8]","[2.0591297364171908, 0.161114847520044]"
33,"[11, 8]","[1.0435448925020103, 1.123315159250171]"
34,[6],[0.021916145481240212]
35,"[6, 9, 10, 11]","[1.7382506368881696, 1.704091099913931, 1.9303415582905932, 2.1233810419735155]"
36,[8],[1.7590027326656368]
37,"[8, 11, 7, 10]","[0.5249477089559169, 0.18754599631650393, 0.3875860839654889, 1.1215039421296296]"
38,"[7, 8, 10]","[1.129212627929123, 1.3366789437202549, 0.18168951449320647]"
39,[6],[0.9196494889940986]
