task_Number,endpoints_location,bandwidth_demand
0,"[8, 9]","[1.349641287987951, 0.7389382736944263]"
1,[7],[2.2174975980312395]
2,"[7, 9, 6]","[1.3484510549899003, 0.24997103531825882, 1.498021901699165]"
3,"[11, 8, 10]","[1.6826311521744777, 2.135541030143616, 0.3759833401426126]"
4,"[8, 9, 10]","[1.2406371772067064, 2.3585049523932717, 0.4589207868070855]"
5,"[6, 7, 10, 9]","[1.7179912465442162, 0.8028975325765892, 2.3819007734449618, 1.6311021244961885]"
6,"[8, 6, 11]","[2.349302436873683, 0.8379903477155322, 0.4275482798695145]"
7,"[9, 8, 7, 6]","[3.1864877139366463, 0.14041820609560096, 1.89085712186574, 0.08580334229840436]"
8,"[6, 11, 7]","[1.6513983265730603, 1.0233590175003726, 2.737188121356932]"
9,"[10, 7, 8]","[1.3212508377530248, 3.470814626734331, 1.4113312880277178]"
10,[11],[1.9010344186447332]
11,"[10, 9]","[1.3242668175210035, 0.10483233270410341]"
12,"[9, 10]","[2.4523793654711143, 1.2363534132444376]"
13,"[10, 11, 6]","[1.5319512065440346, 1.143741244314958, 0.7540507424791395]"
14,"[11, 9]","[1.414053660643981, 0.9499964103296331]"
15,"[7, 11, 6]","[1.017889167988108, 1.662372444102882, 1.426419672161471]"
16,[8],[2.215323902148308]
17,[9],[1.0517988183132376]
18,"[7, 10, 8, 6]","[1.6914156680528896, 1.819692165169487, 0.9579506566208774, 2.3884922274921028]"
19,"[6, 8]","[0.944637058835399, 1.7440241288366292]"
20,"[6, 10]","[0.153367387859066, 2.280839918276942]"
21,"[11, 8, 7]","[2.446546363274054, 0.3244012528372924, 0.6035303744874936]"
22,"[6, 11]","[2.2446379676212924, 1.4836342400128502]"
23,"[10, 8, 7]","[1.9346762897611276, 0.16133139192594625, 0.26010626673868886]"
24,[8],[1.4343596245226824]
25,"[9, 11, 6]","[0.06627428539665625, 0.6456912159130613, 2.019701175507312]"
26,"[6, 8, 10]","[3.174598052714057, 1.8685854031826423, 0.3415196315314317]"
27,"[7, 9]","[1.6979913021470876, 0.9373848993119751]"
28,[11],[2.2044910716701605]
29,"[7, 6]","[0.2712701775010765, 0.8681103811146618]"
30,[6],[0.4251654264214444]
31,"[7, 8, 10, 9]","[0.9133968335049617, 0.7889940970443757, 0.8198003050166718, 1.5201216827164417]"
32,"[11, 9]","[1.3582089122246641, 0.23214628991189135]"
33,"[9, 8]","[1.3416993272774107, 0.6803176771509707]"
34,"[7, 10]","[1.1216017456565797, 0.724694860349401]"
35,"[11, 7]","[2.4806884249255408, 0.8115351381065917]"
36,"[8, 6, 10]","[0.8462319635746001, 0.04278006083003616, 1.2863381864259298]"
37,"[9, 6, 11]","[0.7475740660877788, 1.2670391603721052, 2.139314724363138]"
38,"[9, 8, 10, 6]","[0.07375146132624777, 2.0183059315517724, 1.8421443468290006, 0.6489097404450078]"
39,"[11, 9, 6, 7]","[0.613999383577341, 1.9546722501992104, 1.2185519846015476, 0.029521798505215413]"
