data_link, bandwidth_capacity
"(1, 2)",7.165671526343461
"(3, 2)",7.165671526343461
"(8, 2)",7.165671526343461
"(4, 10)",7.165671526343461
"(7, 1)",7.165671526343461
"(3, 0)",7.165671526343461
"(2, 8)",7.165671526343461
"(9, 3)",7.165671526343461
"(6, 0)",7.165671526343461
"(2, 1)",7.165671526343461
"(3, 9)",7.165671526343461
"(0, 5)",7.165671526343461
"(1, 4)",7.165671526343461
"(5, 4)",7.165671526343461
"(3, 4)",7.165671526343461
"(2, 5)",7.165671526343461
"(1, 0)",7.165671526343461
"(10, 4)",7.165671526343461
"(0, 1)",7.165671526343461
"(0, 3)",7.165671526343461
"(11, 5)",7.165671526343461
"(4, 1)",7.165671526343461
"(4, 3)",7.165671526343461
"(5, 11)",7.165671526343461
"(0, 6)",7.165671526343461
"(5, 0)",7.165671526343461
"(1, 7)",7.165671526343461
"(4, 5)",7.165671526343461
"(2, 3)",7.165671526343461
"(5, 2)",7.165671526343461
