,valuation coefficient
0,194.69907388612916
1,15.122539602045187
2,14.676455554295323
3,11.661105573067015
4,17.38416794829279
5,10.10069717389802
6,16.66173502319213
7,10.364650174139815
8,18.550852925129156
9,26.29619376959767
10,12.56457708344876
11,29.94098974612635
12,22.844398735905163
13,17.58929191906018
14,8.642094836427074
15,199.06505739062965
16,8.420628933921087
17,194.93208000205294
18,22.129840512316314
19,19.98486844334696
20,187.47881681783167
21,22.13147941730947
22,16.25997658780861
23,24.535885763829224
24,13.865790539155984
25,9.272483184673096
26,29.494409142093247
27,23.354068190372377
28,28.28079851383122
29,29.972524690530726
30,26.120994118417737
31,20.58569577049944
32,26.668618395667135
33,26.13517380857223
34,16.1276410409048
35,11.836057623540281
36,22.888705163811284
37,25.449601626453216
38,11.344259276549554
39,25.645496143711792
