task_Number,endpoints_location,bandwidth_demand
0,"[8, 9, 10, 11]","[0.2790520153308761, 0.3764079185857324, 1.8623840571908183, 1.4697902594130494]"
1,"[8, 7, 10, 9]","[0.7770116882978477, 1.0984995373219568, 2.7685844921563945, 4.6545733481916045]"
2,"[9, 6, 7]","[2.0806866852142907, 2.188763082103521, 0.9921909452829795]"
3,"[10, 9]","[1.7066764371424759, 0.5239147297647797]"
4,[6],[1.0997232778942088]
5,"[6, 11, 9, 7]","[2.690694898559108, 0.24657837793966597, 0.4976894836250887, 0.13244062269022583]"
6,"[6, 10, 9]","[1.5665039251630606, 1.5487880741551483, 0.384865020097948]"
7,"[8, 6, 7, 10]","[0.16132570589214745, 1.4505743234756898, 0.6128529620619825, 2.0385425449486094]"
8,"[10, 8, 7, 11]","[1.5392957502616866, 1.2379791642706734, 1.4843184357835395, 0.45714660453538736]"
9,"[7, 8, 10]","[0.5466351795666797, 0.6153440501797175, 1.376683121538107]"
10,"[10, 8, 11, 9]","[2.2986279314927573, 0.9732576315782259, 0.7078273032290746, 0.8487573336140517]"
11,"[6, 9]","[2.245557679780164, 1.402394686761245]"
12,"[7, 9]","[0.5829537982023509, 2.2389191281289795]"
13,"[10, 9, 7]","[1.8167503779086964, 0.19191709913671295, 2.9605614215907354]"
14,[7],[1.0492907195824128]
15,"[7, 10, 8]","[1.284708581274402, 0.41847757094605953, 1.966255109290223]"
16,"[11, 10, 7, 8]","[0.5111016314724315, 1.2130496535494704, 1.412020559273267, 0.6352460671223615]"
17,[6],[0.37807981581820105]
18,"[6, 11]","[0.8361575936613481, 2.1261014420277817]"
19,"[9, 6, 8]","[1.7433848980882027, 1.803977215498695, 2.5085772185110473]"
20,[10],[1.5303988585227988]
21,[8],[0.6140611704969402]
22,[10],[0.18960501101346594]
23,"[8, 6, 11, 7]","[1.512205974360426, 0.7971165133545511, 1.2138858997418658, 1.7629796049012096]"
24,"[10, 8]","[0.4184507512900334, 0.37285824086443553]"
25,"[9, 10]","[1.8210095212729702, 1.3037572039552516]"
26,[7],[2.114460263661197]
27,"[8, 7, 6]","[1.5822823129990637, 1.9740623391721854, 0.5865889797088351]"
28,"[10, 6]","[0.7018933667603238, 0.9776036466698619]"
29,"[11, 9]","[1.7029965848017943, 1.2717834068476401]"
30,"[7, 8]","[0.6458574277717225, 0.03248924201907777]"
31,[10],[0.9507552432990051]
32,"[7, 10, 6, 11]","[0.7984027596099146, 1.2413372789305006, 2.388686434144991, 2.3120947533716745]"
33,"[7, 9]","[0.4339475604952965, 2.3235194056055297]"
34,"[6, 11, 9]","[0.922557422940169, 1.7392854998656029, 0.25917235301723685]"
35,[9],[0.8600315729431698]
36,"[6, 7]","[4.23040205948369, 2.014425142515649]"
37,"[7, 6, 11, 8]","[2.5840208127149067, 1.4714030520521195, 0.6036010265027534, 1.519254877490064]"
38,"[6, 10, 9, 8]","[0.9634727089710023, 0.44938679556831107, 2.8522108689049137, 1.3414403518352973]"
39,"[6, 8, 11]","[1.5462237158542704, 1.6864883469556544, 0.8530639473913573]"
