data_link, bandwidth_capacity
"(1, 2)",6.779884397786382
"(3, 2)",6.779884397786382
"(8, 2)",6.779884397786382
"(4, 10)",6.779884397786382
"(7, 1)",6.779884397786382
"(3, 0)",6.779884397786382
"(2, 8)",6.779884397786382
"(9, 3)",6.779884397786382
"(6, 0)",6.779884397786382
"(2, 1)",6.779884397786382
"(3, 9)",6.779884397786382
"(0, 5)",6.779884397786382
"(1, 4)",6.779884397786382
"(5, 4)",6.779884397786382
"(3, 4)",6.779884397786382
"(2, 5)",6.779884397786382
"(1, 0)",6.779884397786382
"(10, 4)",6.779884397786382
"(0, 1)",6.779884397786382
"(0, 3)",6.779884397786382
"(11, 5)",6.779884397786382
"(4, 1)",6.779884397786382
"(4, 3)",6.779884397786382
"(5, 11)",6.779884397786382
"(0, 6)",6.779884397786382
"(5, 0)",6.779884397786382
"(1, 7)",6.779884397786382
"(4, 5)",6.779884397786382
"(2, 3)",6.779884397786382
"(5, 2)",6.779884397786382
