task_Number,endpoints_location,bandwidth_demand
0,"[10, 6]","[1.3789013274609754, 0.4035390562098956]"
1,"[10, 6, 11]","[0.4263185151639277, 1.4016404998113865, 1.8746834542561475]"
2,"[11, 8, 10]","[2.0309965573050652, 2.6275443746751153, 1.711051156669488]"
3,"[6, 11]","[1.1244228871606676, 1.883177801595948]"
4,"[11, 9, 10, 8]","[0.7765102663016925, 1.6305316701151016, 1.1475194001081102, 2.950384639458161]"
5,"[6, 8]","[1.7330225266142771, 1.316042699390092]"
6,"[7, 8, 11]","[0.8493449959060531, 0.4970853647257629, 1.078895872132606]"
7,"[8, 9, 7]","[1.4537053309930834, 0.7130606829197026, 0.8609049802022875]"
8,[7],[3.365166557151228]
9,[6],[2.76475991536251]
10,"[7, 10, 11]","[1.4834794946208898, 0.4759973914704755, 1.0135312217580683]"
11,"[6, 7]","[0.9168329296965776, 0.4159392844293296]"
12,[6],[2.9115654218021048]
13,"[6, 10]","[2.9647147584389093, 4.0005620413437555]"
14,"[10, 8, 6]","[0.6953094806781328, 2.8837183979562857, 0.526516635538417]"
15,"[11, 6]","[2.6218349403481147, 0.9708826003201186]"
16,"[9, 6, 7]","[1.0414278461639952, 1.7111086239838245, 2.8490107977789565]"
17,"[7, 6]","[1.7323882227094953, 1.3966819510427404]"
18,"[10, 7, 11]","[1.0865371207870542, 1.4014158809477997, 0.5416685920981796]"
19,"[8, 6]","[1.551467134335566, 2.5365727848092563]"
20,"[11, 10]","[1.4944947117737595, 1.7792259630220988]"
21,"[7, 6, 11]","[2.314212542248419, 0.40150281302743474, 1.8171829882588624]"
22,"[11, 6]","[1.3641365742490879, 1.3829239793867742]"
23,"[7, 9, 6, 8]","[1.4837425708363843, 1.6513088065733887, 2.0057881129780526, 0.5091380090369636]"
24,"[11, 10, 9, 6]","[0.7383394372760683, 2.321979099959618, 1.3255963199756189, 1.7964023112556688]"
25,"[11, 6, 9]","[1.6679899726541234, 1.466931306865125, 2.2700970957013964]"
26,[11],[1.2275093006314315]
27,"[9, 6, 10]","[1.1892714820490886, 0.07751628643009933, 0.6948129521512185]"
28,"[11, 10, 6, 9]","[1.9127545456699946, 0.4708567347591165, 0.5522553551048254, 1.2884659059203565]"
29,[10],[2.549279699988425]
30,"[11, 10, 7]","[1.1886154566265281, 1.6599487488148903, 0.14889318040113275]"
31,"[10, 9, 11]","[1.1599309021540174, 2.1044808533120984, 0.49520244224155474]"
32,[8],[1.6001092757267426]
33,"[7, 9, 6]","[2.312189131510628, 0.8878706771624426, 1.9784341428019974]"
34,"[10, 8]","[0.5821722076234253, 1.7314529022167284]"
35,"[10, 8, 11, 6]","[1.1696182120855927, 0.5803021781127684, 1.655243643361326, 1.9736277458011582]"
36,"[7, 11]","[1.4988653169377144, 1.86678339529609]"
37,[7],[1.124990605178093]
38,"[8, 11, 6, 10]","[1.374468535697181, 1.4842613263833802, 2.187587728785691, 2.2039627174154734]"
39,"[10, 11, 6, 8]","[2.0326068484954747, 0.47349405841422887, 1.1377141228656988, 2.4443839213340657]"
