,valuation coefficient
0,26.18079546330151
1,16.622789276169122
2,15.442103655880443
3,10.808336456251697
4,10.588240286896898
5,29.532059421106347
6,9.724592813205946
7,20.94338698082789
8,17.965689031007592
9,16.101018248387778
10,20.563987414365272
11,28.58533792932399
12,8.301817650189076
13,21.163784851367794
14,24.2896140308598
15,28.431640159602843
16,25.718140405171923
17,181.11562229480867
18,26.54060116450527
19,23.473477834353794
20,20.038116874806654
21,24.777540206277042
22,25.42538251015344
23,12.479169087577828
24,16.71645919388458
25,181.10196998391817
26,194.47015794959634
27,19.936497838086325
28,19.246469421225758
29,21.88654862928508
30,24.6250045457609
31,8.93634019733958
32,26.067555108313112
33,19.06984040575645
34,198.5019895660016
35,15.084679696466281
36,20.088223715402226
37,22.673712706373824
38,12.523223933031474
39,19.686966203213736
