data_link, bandwidth_capacity
"(1, 2)",7.549107829689625
"(3, 2)",7.549107829689625
"(8, 2)",7.549107829689625
"(4, 10)",7.549107829689625
"(7, 1)",7.549107829689625
"(3, 0)",7.549107829689625
"(2, 8)",7.549107829689625
"(9, 3)",7.549107829689625
"(6, 0)",7.549107829689625
"(2, 1)",7.549107829689625
"(3, 9)",7.549107829689625
"(0, 5)",7.549107829689625
"(1, 4)",7.549107829689625
"(5, 4)",7.549107829689625
"(3, 4)",7.549107829689625
"(2, 5)",7.549107829689625
"(1, 0)",7.549107829689625
"(10, 4)",7.549107829689625
"(0, 1)",7.549107829689625
"(0, 3)",7.549107829689625
"(11, 5)",7.549107829689625
"(4, 1)",7.549107829689625
"(4, 3)",7.549107829689625
"(5, 11)",7.549107829689625
"(0, 6)",7.549107829689625
"(5, 0)",7.549107829689625
"(1, 7)",7.549107829689625
"(4, 5)",7.549107829689625
"(2, 3)",7.549107829689625
"(5, 2)",7.549107829689625
