task_Number,endpoints_location,bandwidth_demand
0,"[10, 9, 7]","[1.34994868259844, 1.5880141501329135, 1.1913445275283046]"
1,"[11, 8, 9]","[1.5017709171930376, 3.7821642893638665, 0.38225399992053655]"
2,"[9, 6, 11]","[1.7767685680604228, 1.550793881065478, 2.1478798026112313]"
3,"[8, 6, 9, 7]","[1.287930906554304, 1.227914835603456, 1.4243464447845877, 1.4563137228725158]"
4,"[8, 11, 7, 6]","[0.9308878710781895, 1.314054257790792, 0.4333654153827239, 1.325898130742213]"
5,"[7, 6, 9, 10]","[2.1752248997835735, 1.2243205259618972, 1.060526393835118, 2.124698076659672]"
6,[10],[1.59543913650149]
7,"[6, 8, 7, 11]","[2.3253260162342624, 1.0903900940846176, 1.7379012089208534, 1.284766585272683]"
8,[6],[0.25706705325410484]
9,"[7, 8, 10]","[0.5610336986536151, 0.2348150625340425, 3.0483662248073906]"
10,"[9, 11, 7, 8]","[1.8771498255084833, 1.6998946832570256, 1.3030221571806255, 1.1096948652082301]"
11,[6],[1.6748519544018414]
12,"[7, 10, 9]","[0.8237858987039134, 1.2878064166478382, 1.742233855044217]"
13,"[11, 7, 6, 9]","[1.1611401490261148, 0.4428167853930436, 1.0281283052672465, 1.2425510069454069]"
14,"[7, 8, 10, 6]","[1.5389291050489518, 1.875439233359924, 2.821570023111602, 0.6752521563458637]"
15,"[10, 9, 8]","[0.2127509481573906, 1.7701443662447038, 2.650362831238085]"
16,"[9, 6, 7, 8]","[0.3499344865533157, 1.0108385147033148, 1.1130932190092655, 1.9943652651241475]"
17,"[7, 6, 8, 11]","[3.090910413389925, 1.5205843104178118, 0.16911669121905248, 0.15337573303171126]"
18,"[7, 8, 11, 10]","[1.2498998321221635, 0.6532287816518344, 1.4116756487863813, 0.9537275243115149]"
19,"[10, 11]","[0.42679355239414696, 2.0098028758398057]"
20,"[9, 11]","[1.755803093221738, 0.1479337469004839]"
21,"[9, 6]","[1.8193243534066657, 1.6523298068759318]"
22,"[9, 6, 11, 10]","[2.795906232315523, 1.2585329330237371, 1.5593375714592974, 0.1323145508928183]"
23,[8],[1.066474514068871]
24,"[11, 8, 10]","[0.930352746990529, 2.7353230168077003, 0.5591802897472955]"
25,"[7, 9, 11, 8]","[1.3839011010329088, 0.8343286261428973, 2.4395215575340465, 2.8376285757288775]"
26,[10],[0.06361978929831769]
27,"[8, 7]","[0.7694585973850242, 1.4219840583232157]"
28,"[10, 8, 11]","[1.5638592540458869, 2.579407115437307, 0.04507893501439797]"
29,"[11, 8, 6]","[2.5923513544713597, 2.506736559404349, 0.5127915815905697]"
30,[9],[2.6145851721817097]
31,"[11, 6, 10]","[1.8780378157911017, 0.754440196987696, 0.06825489867227419]"
32,[6],[1.1262887776549588]
33,"[7, 10, 8]","[0.5640791790950044, 0.885989909734062, 1.3338859408243067]"
34,"[10, 7, 9, 6]","[0.6173698950536703, 0.14831851267316964, 1.694556151562268, 1.1619087648974704]"
35,[7],[2.1136451647232217]
36,"[9, 8, 6]","[0.3728768133811722, 1.5945774642476453, 1.821286923580618]"
37,"[9, 11, 7]","[1.491985025357363, 0.7942358524712455, 1.6065112172788774]"
38,[7],[0.16650969052286668]
39,"[8, 6, 11]","[0.9098243525095574, 1.4638411452804485, 1.0054631444397544]"
