,valuation coefficient
0,14.02100832217152
1,21.096410311252328
2,197.79148662135037
3,16.033823187749935
4,16.828730212584603
5,28.623947662814764
6,10.690946388932755
7,9.795954814302725
8,21.382227980532775
9,8.217708791362629
10,18.32646312530244
11,12.482428651166607
12,8.228677872646138
13,13.647201092500339
14,24.041527822253702
15,25.54430244801806
16,16.60113758021655
17,188.51103184926973
18,12.875491587574771
19,22.638487956748023
20,25.869834599650343
21,12.472267880236526
22,12.42723461430058
23,17.71462781328876
24,9.042024699961198
25,16.108645357344805
26,15.513169472050665
27,24.255209401705308
28,15.378764503923346
29,20.647850718584237
30,23.150533819904293
31,23.863082010390094
32,25.564350877929908
33,194.5861271064586
34,22.092572280166664
35,28.70983224309027
36,15.422968543061348
37,191.00610931792127
38,15.740341519816802
39,24.19832292636933
