task_Number,endpoints_location,bandwidth_demand
0,"[9, 10]","[1.7664371309314353, 1.8372000990412722]"
1,"[8, 11, 9, 7]","[1.2226983633814659, 0.7378090420628759, 1.8436015928018818, 2.5759047199905694]"
2,"[10, 6, 9]","[0.10495636033384348, 1.0738667915596896, 1.7595772121383604]"
3,[11],[0.9271897797918953]
4,"[6, 11]","[0.9999394739865992, 0.9477261751191968]"
5,[6],[1.581123877301396]
6,[8],[1.462664784449139]
7,"[9, 10, 6, 7]","[1.1781131126730726, 2.0589210252018777, 0.45752791032198303, 1.7621523652786901]"
8,[10],[1.3604659404949995]
9,"[9, 7, 10, 8]","[2.4556605880095104, 1.6671973477922966, 2.557888660487838, 2.0098047216652235]"
10,[10],[0.8637498849734601]
11,"[8, 9]","[2.556830058866802, 0.9488678381654637]"
12,"[7, 6, 8]","[1.343251014566907, 1.9007688236616889, 1.124414767277946]"
13,[11],[0.940348764699915]
14,"[11, 8, 10, 9]","[1.250751385188269, 0.5626876940081201, 1.0452587473285355, 0.6747961892555793]"
15,"[10, 7, 11]","[2.6945955873802925, 1.70618535936481, 0.08435728382335195]"
16,"[11, 6, 7]","[0.27207708367847916, 0.4820071968679188, 2.083881822765684]"
17,"[8, 6, 11]","[1.863995399398319, 0.400606015576075, 0.03687974825891849]"
18,"[10, 9]","[1.8387201204472543, 1.4020623740082754]"
19,"[10, 11]","[1.0449007853408667, 1.283706312877082]"
20,"[8, 6, 7]","[1.2191373575903046, 1.7618101499673777, 1.048031934741638]"
21,"[11, 8, 7]","[0.6460504033785488, 0.7143579398109925, 3.059250056933806]"
22,"[9, 6]","[1.9505683522759838, 2.300449408573463]"
23,"[9, 10, 8]","[1.1698822138418505, 2.889678958422298, 2.06599952491662]"
24,[11],[0.38698734345404473]
25,[8],[1.1468107468680437]
26,[7],[0.7095278313564914]
27,[10],[0.23112374627583177]
28,"[8, 11]","[0.544766748082848, 2.1076282114809892]"
29,[10],[1.8648996407161367]
30,[10],[0.3394428984300696]
31,[6],[1.659875936279017]
32,"[9, 8]","[1.4283359807049272, 2.1060940888061586]"
33,[10],[0.833143987457277]
34,[9],[0.9962955719879768]
35,[8],[1.9738965472974712]
36,"[11, 10]","[1.5462384094382267, 0.8125853605249933]"
37,"[7, 10, 6]","[1.54150776070925, 1.6035771870043258, 2.7806902244989233]"
38,"[11, 7, 9, 10]","[2.719818224827884, 0.4101123089241271, 1.6159520782837622, 2.367414281649172]"
39,"[8, 10, 7, 9]","[0.562340403430445, 1.972187673175072, 1.3789030189001628, 0.66357918044697]"
