task_Number,endpoints_location,bandwidth_demand
0,[6],[0.6884181039816379]
1,[6],[0.9507560097191039]
2,"[8, 11, 7]","[0.11683597945867896, 1.346687587232436, 1.1581109725207335]"
3,"[8, 7]","[0.7321057108948708, 1.815188984250276]"
4,"[6, 7]","[1.3600336528386379, 0.172543785298108]"
5,"[7, 6, 10, 9]","[0.8592829176814589, 3.020682099014798, 1.456691063816551, 1.299226719880854]"
6,"[11, 9, 10]","[1.076610898019645, 1.599515615961905, 1.729982320286451]"
7,"[9, 8, 6, 7]","[2.5713543969104355, 3.230089546836318, 0.5716746695980387, 0.6870781214611611]"
8,"[9, 7, 6, 8]","[3.9931152760011304, 0.2654422042980463, 1.524185612939169, 1.1273123851942104]"
9,"[11, 6, 8]","[1.6680253073138287, 1.866183419120025, 0.5770110996672173]"
10,[8],[2.1530854585844583]
11,"[8, 10, 11, 9]","[0.9840031696214295, 0.9361564343689823, 0.2450128291709186, 1.407759014374124]"
12,[7],[1.9427281100233063]
13,"[8, 6, 11]","[1.106010321772611, 1.490360032640744, 2.4167071333029613]"
14,[8],[0.5655722733366052]
15,[6],[0.6392615607109151]
16,[6],[2.028852449246634]
17,"[10, 6, 11, 8]","[1.2177139695461916, 1.2509362602210825, 1.736308637411626, 1.6978481997243298]"
18,[7],[0.8352641352143843]
19,[11],[0.9467714504470183]
20,"[11, 8, 7, 10]","[2.3170830004246117, 2.066464780600339, 1.3949859525282395, 0.5172853646920896]"
21,[11],[2.5111239355715766]
22,"[8, 10, 7, 11]","[1.6965808924662484, 0.852419172204601, 1.678007635624433, 0.4090393668783282]"
23,"[9, 10, 7, 11]","[1.6084043953321636, 0.8263618792919776, 2.2062314726711594, 0.5807999328461422]"
24,"[8, 10]","[1.265617286557509, 0.7982021183556829]"
25,"[8, 9]","[0.6870173783200817, 0.6328519380091735]"
26,"[6, 11, 8, 9]","[2.230809979099303, 0.6577745361843468, 0.8009513909095513, 1.7914014408150982]"
27,"[9, 10, 6]","[3.076043283126387, 0.6925183707461837, 1.171417435246686]"
28,[11],[0.08837762155552797]
29,"[7, 8, 9, 11]","[3.297470350600931, 0.02711255809873503, 0.8117637085611468, 2.5681311445860207]"
30,[10],[0.6640701136924354]
31,"[9, 11]","[0.7377046542174355, 1.2572505284005875]"
32,"[11, 7]","[2.616372006443063, 1.9616052958038672]"
33,[11],[1.1882950142739637]
34,"[7, 8]","[1.6010892873775693, 1.5771334877507184]"
35,"[9, 8, 7, 10]","[1.9033364970758582, 0.5930767992999033, 2.0482350889648337, 0.7966701100167882]"
36,[9],[3.742489413236424]
37,"[9, 6, 11, 10]","[0.5104180261619329, 0.3471506213673573, 1.3168572586249216, 0.2833956150202852]"
38,[8],[1.250739837349332]
39,"[10, 8, 7, 11]","[0.5763330951378476, 2.057889641851558, 2.028822649560432, 2.130709221933222]"
