task_Number,endpoints_location,bandwidth_demand
0,"[11, 8]","[1.4171442751424832, 0.3962294784130156]"
1,"[9, 10, 6]","[0.734981204950647, 1.7461064360581433, 1.0596217846216174]"
2,"[10, 6, 11]","[2.0269214393997905, 1.3660932261673038, 0.6682228649471914]"
3,"[11, 9]","[0.0977742282446038, 0.26143760726595466]"
4,"[8, 6]","[1.0282836348230733, 0.42117417520901157]"
5,[11],[2.811081848715534]
6,"[11, 7, 8]","[2.038095092855005, 2.450863457372337, 0.42011703483217]"
7,[7],[0.5493225061251026]
8,"[8, 7, 10, 6]","[1.288835856144782, 0.12077471754204505, 1.2653699813678643, 2.70235042496049]"
9,"[7, 8, 10, 9]","[0.08592461508371774, 1.8919775740020024, 0.7542797337972222, 2.3371337243796138]"
10,"[9, 7, 11, 10]","[1.4296764358626097, 0.3592400769894284, 1.779626303663696, 0.5618790836511571]"
11,"[10, 8]","[0.670113065295171, 0.0331023320517535]"
12,"[9, 7, 6]","[0.9497662411581472, 0.40738938988757956, 1.532277178849685]"
13,[7],[0.6973574273711483]
14,"[6, 10]","[0.9025199445447727, 0.9925788954115883]"
15,"[9, 7]","[0.7946426608725168, 0.605117577617251]"
16,[10],[1.305685373376854]
17,"[7, 11, 10]","[2.2485136673530253, 1.821466640423587, 1.4702936472096384]"
18,"[6, 7, 9, 8]","[0.7715587188002425, 0.8620518400170982, 0.9280679016388766, 0.898273835140902]"
19,"[9, 7, 6]","[1.2883774202273242, 0.6609145667236365, 1.5273691328244134]"
20,"[10, 7, 8, 9]","[1.8343776507528395, 1.274231066248636, 2.1000171934329828, 1.038378417997566]"
21,[10],[1.3914386192719197]
22,"[8, 10, 11, 9]","[1.9956097924943776, 2.0467341200243125, 0.0372842471287147, 0.9939570586634628]"
23,"[8, 9, 10]","[2.7666302408910877, 2.046368512786278, 0.5926705332762735]"
24,"[6, 11, 8, 9]","[0.403754715756099, 1.1943770916753225, 0.8747083284614224, 1.5165647557324846]"
25,"[9, 8, 7]","[0.16227945792260268, 0.9501998315147807, 2.08094620460231]"
26,"[11, 9, 10, 8]","[1.3744156626803734, 1.5353063164483882, 2.183821334961428, 1.5829981148344041]"
27,[8],[2.0423327430213356]
28,"[7, 6, 8, 10]","[1.6802612614828338, 1.511771707344957, 0.29474378225969855, 0.5425726043743644]"
29,"[6, 8]","[0.8931560655443089, 0.4310632160119844]"
30,[11],[1.1010426642791031]
31,[11],[1.7376401875873226]
32,"[6, 11, 7, 9]","[1.3297895514180411, 0.233575583458544, 1.0342651092743476, 2.3007113768225835]"
33,[10],[0.23944566294478953]
34,"[10, 7]","[1.0531020447984043, 2.405280471238093]"
35,"[11, 10, 8, 7]","[0.5738132304356329, 1.0141716389568458, 1.286157940449055, 0.6544169844288401]"
36,"[9, 6, 10]","[0.7075828019201489, 0.28263188208322054, 1.3315750250908198]"
37,"[9, 7, 6]","[1.5690500771799842, 2.6235323102517625, 0.6517554890153936]"
38,"[11, 10, 7]","[0.8704034409863313, 0.8291695923125609, 1.790428090472274]"
39,"[6, 9, 11]","[1.4890487526363643, 1.2408562994680654, 0.9584485128358364]"
