task_Number,endpoints_location,bandwidth_demand
0,"[8, 11, 10]","[1.2191859029673107, 1.1787074189497626, 0.183067082828967]"
1,"[11, 6, 9]","[0.6010458372619627, 0.15760769880858494, 0.9329493531803741]"
2,"[8, 9]","[1.0969296179611088, 3.0741853379507016]"
3,"[11, 9, 10]","[0.5563939473479651, 1.1644372944307424, 0.4052883944168817]"
4,[6],[2.6953676338335315]
5,"[8, 7, 11]","[0.7904832536297389, 1.9320040459605612, 0.41302676942089334]"
6,[8],[1.5129811312037456]
7,"[8, 11]","[0.9153099142368082, 1.0766011049238557]"
8,"[11, 10, 7]","[0.8112501840324902, 0.03639037295627667, 0.29650170614181615]"
9,[7],[2.3984006049733004]
10,"[10, 8, 7]","[0.6795062001234295, 0.1103152744466257, 3.494542979617821]"
11,[6],[0.8934526566600394]
12,"[11, 6]","[1.6979687188697041, 1.657641863004187]"
13,[6],[0.27156327532941626]
14,"[10, 8]","[1.5267842529589184, 1.022529209935842]"
15,"[6, 11, 8, 10]","[2.1172876093018074, 1.529653020736224, 0.8329651091572999, 1.1400603716599211]"
16,[9],[0.2836218132692303]
17,"[9, 10]","[0.3786756692656833, 2.8939743730194483]"
18,"[9, 10, 6, 8]","[1.0567012007100434, 2.515082432778657, 2.3012462553967565, 1.3383756476740614]"
19,"[11, 6]","[0.7244349984049797, 1.2394410658948685]"
20,[10],[0.6513315784663156]
21,[10],[0.005251994280744188]
22,"[11, 8]","[1.1130944678829042, 1.0740328985755778]"
23,[7],[2.592867891947355]
24,"[6, 9]","[0.6216343340432681, 0.9846250235454005]"
25,"[10, 7, 8, 11]","[2.738819729701701, 1.0186337328159094, 3.0671620509680393, 0.693953034422486]"
26,"[10, 7, 9, 11]","[0.5431574264061128, 0.4759633419443632, 0.9203167769728094, 1.4006761118999793]"
27,[10],[2.0935006935212623]
28,"[8, 6, 10, 9]","[1.19617546903629, 0.849294915094005, 1.5587440637276528, 2.7630645408405923]"
29,[8],[2.1445752692621722]
30,"[8, 6, 10, 9]","[2.481008564584424, 1.2850514094973744, 0.683921611114283, 0.015142931001583593]"
31,"[11, 9]","[0.8809139272104922, 1.500051405996489]"
32,"[6, 10, 11]","[2.0707546370091854, 1.512749779626338, 0.7525040182521759]"
33,[9],[1.3141579291259513]
34,"[9, 7, 11]","[2.5893619063911952, 2.1668490060843215, 0.9952829306292739]"
35,"[9, 8]","[0.9913194012781552, 0.725164213739885]"
36,[9],[1.8455748644383476]
37,"[9, 11, 10, 8]","[2.162770564010022, 0.3727779804637553, 1.7773906787126936, 3.6592385272470143]"
38,[6],[0.20709894487019265]
39,"[8, 9, 10]","[1.0789533910439524, 3.14862675415388, 1.9029865249656774]"
