task_Number,endpoints_location,bandwidth_demand
0,"[9, 8]","[0.41369382588152803, 0.8681667703968934]"
1,"[8, 10, 6, 11]","[0.6026757431606347, 0.7018287598765796, 1.7143788731308303, 0.9692405099052408]"
2,"[9, 7, 11, 8]","[2.298058169721454, 2.6048616661079236, 0.18936360037964906, 2.2451836556858344]"
3,"[7, 6]","[1.4941975098182645, 1.5047473477813205]"
4,"[11, 8, 7]","[0.9793498340261122, 1.314476764431233, 2.2316303340234303]"
5,"[9, 11, 6]","[2.79928382425182, 1.418894050931074, 1.836835153470714]"
6,"[10, 6, 9]","[1.8454966923504563, 2.4191488085469697, 0.9635484259851592]"
7,"[7, 8]","[1.6507470040867127, 1.7084806711951241]"
8,"[6, 11, 7]","[1.5906279685680045, 0.6960242479068912, 0.8401755062191933]"
9,"[11, 9, 7]","[1.1566865897800245, 1.0669185111115982, 1.4729261943395608]"
10,[11],[1.647545194024656]
11,"[8, 10, 9]","[1.258236236122604, 2.0856497331345576, 2.296630553586484]"
12,"[8, 7, 11]","[2.76741858522836, 1.4065735007939666, 1.4442470302188977]"
13,"[6, 7, 8, 9]","[1.495307743901967, 0.5372788033395526, 2.6662115182745523, 1.327978442838342]"
14,"[8, 9, 6, 7]","[2.419655083921687, 3.250770462353395, 1.9634915685124459, 1.3355811033293215]"
15,"[6, 9, 8]","[1.7847557292519796, 0.041216588095065454, 1.365956225701881]"
16,"[6, 10, 11]","[1.6118265181918958, 1.858425570844997, 2.778379445549123]"
17,[8],[0.4219732042369735]
18,"[9, 10, 11]","[2.1979545474851614, 0.7985240175593648, 1.1562575722975434]"
19,[6],[2.5395587419673307]
20,[11],[0.7582374108195907]
21,"[9, 10, 6, 8]","[1.7182516236866956, 1.9958216619548663, 2.2443422386272154, 1.0640026646810166]"
22,[10],[1.5499290348368224]
23,[9],[1.3659413792207922]
24,"[8, 9, 11, 7]","[0.9442705812437261, 1.8137482656388266, 0.6768445897243942, 2.8800421099522353]"
25,"[11, 7, 10]","[1.350954348829188, 0.4813184630275894, 2.159248667990581]"
26,"[6, 8, 10]","[0.796320362809721, 0.7582102921011025, 0.6150220175422345]"
27,"[6, 8, 9]","[0.8616923991010181, 1.141993126043567, 0.6115944561461459]"
28,"[8, 10, 9, 7]","[2.200951685688674, 0.5026015158705551, 1.9775709186939325, 0.591161099286885]"
29,"[6, 10, 7, 8]","[1.179722839394226, 0.5152890296807291, 1.0177714088572378, 2.0619671365573913]"
30,"[8, 11, 6, 7]","[2.522723893028552, 2.5336774608176755, 0.8331702206313858, 2.80997920740237]"
31,[6],[0.25630266204276053]
32,"[8, 6]","[1.5693864896003484, 1.1061207557876571]"
33,[6],[2.6384106593916195]
34,[9],[0.6353278184208732]
35,"[6, 7, 10, 8]","[0.6567787050119953, 0.5527578877374962, 0.5648375390192348, 0.5688107457775124]"
36,"[11, 7]","[2.263143249556206, 1.392852536600096]"
37,"[11, 6, 9]","[1.7762162868617462, 0.2247609485640497, 0.02690031147190519]"
38,[6],[0.41815490814939427]
39,[10],[1.3312164966328668]
