,valuation coefficient
0,20.645984440055827
1,9.001075023623326
2,24.242587518167422
3,13.0008343793709
4,185.93237894707596
5,26.424248510102938
6,29.461319407675372
7,9.65596322102694
8,18.87169129872434
9,183.35561528080353
10,20.481276524236186
11,15.164423917887653
12,26.014546302227455
13,17.031819117863076
14,27.53079283503726
15,22.30159763159765
16,17.925580228383083
17,28.98847299458789
18,8.840744684194787
19,26.399527018890822
20,9.937032213357131
21,11.843614600752302
22,18.623742961733598
23,28.386936006956308
24,12.388455852468404
25,20.180246185953468
26,18.083561874993507
27,24.97126753789785
28,18.75707318285915
29,17.728525255360907
30,20.212958451916627
31,28.406907212806892
32,18.4684179150614
33,24.852158575115077
34,9.865064405395273
35,25.745352564836857
36,18.30956582957318
37,198.89159946051944
38,198.04413534018443
39,25.839729699647425
