data_link, bandwidth_capacity
"(1, 2)",4.3834923574018925
"(3, 2)",4.3834923574018925
"(8, 2)",4.3834923574018925
"(4, 10)",4.3834923574018925
"(7, 1)",4.3834923574018925
"(3, 0)",4.3834923574018925
"(2, 8)",4.3834923574018925
"(9, 3)",4.3834923574018925
"(6, 0)",4.3834923574018925
"(2, 1)",4.3834923574018925
"(3, 9)",4.3834923574018925
"(0, 5)",4.3834923574018925
"(1, 4)",4.3834923574018925
"(5, 4)",4.3834923574018925
"(3, 4)",4.3834923574018925
"(2, 5)",4.3834923574018925
"(1, 0)",4.3834923574018925
"(10, 4)",4.3834923574018925
"(0, 1)",4.3834923574018925
"(0, 3)",4.3834923574018925
"(11, 5)",4.3834923574018925
"(4, 1)",4.3834923574018925
"(4, 3)",4.3834923574018925
"(5, 11)",4.3834923574018925
"(0, 6)",4.3834923574018925
"(5, 0)",4.3834923574018925
"(1, 7)",4.3834923574018925
"(4, 5)",4.3834923574018925
"(2, 3)",4.3834923574018925
"(5, 2)",4.3834923574018925
